resto_id,name,cuisine_type,is_official,lat,long,location,average_price,overall_rating,rating_rasa,rating_suasana,rating_harga_rasa,rating_pelayanan,rating_kebersihan,open_time,payment_method,wifi,delivery,smoking_area,outdor_area,24hour,100%_halal,VIP_room,reservation,parking_area,alcohol,vegetarian
1642422817648878,Terai Coffeatery,[ Kafe ],True,-6.8878444921528885,107.62," Jl. Tubagus Ismail Raya No. 175, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,4.32,4.3,4.5,4.3,4.2,4.3,Senin - Minggu (09:00 - 20:00),"Tunai,Debet,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,no,no
164242282518111,Equator Coffee & Gallery,[ Kafe ],False,-6.899537,107.61045800000001," Jl. Sulanjana No. 32, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,4.32,4.2,4.6,3.8,4.4,4.6,"Senin - Jumat (09:00 - 21:00), Sabtu - Minggu (10:00 - 22:00)","Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642422830535959,One Eighty Coffee and Music,[ Kafe ],True,-6.8938630000000005,107.612421," Jl. Ganeca No. 3, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,4.11,4.1,4.5,3.8,4.0,4.2,"Senin - Sabtu (08:00 - 21:00), Minggu Tutup","Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642422843615989,Two Hands Full,[ Kafe ],False,-6.892483,107.6127496," Jl. Ir. H. Juanda No. 113, Dago Bawah, Bandung ( Alamat Lama: Jl. Sukajadi No. 198A, Sukajadi, Bandung ) ", Rp. 50.000 - Rp. 100.000 /orang ,4.04,4.3,4.1,4.1,3.7,4.0,Senin - Minggu (08:00 - 20:00),"Tunai,Visa,Master,Debet,Ovo",yes,no,yes,yes,no,no,no,no,yes,yes,no
164242285404013,Noah's Barn,[ Kafe ],True,-6.887150999999999,107.612748," Jl. Dayang Sumbi No. 2, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,4.1,4.0,4.5,3.7,4.0,4.3,Senin - Minggu (11:00 - 23:00),"Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642422862786623,Old Ben's,[ Kafe ],False,-6.900378,107.613671," Jl. Diponegoro No. 3A, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,4.03,4.3,4.5,3.4,3.9,4.0,"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (08:00 - 22:00)","Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642422870321724,Gyu Kaku,[ Jepang ],False,-6.899381,107.613491," Jl. Pangeran Kornel No. 7, Dago Bawah, Bandung ", Di atas Rp. 200.000 /orang ,4.24,4.5,4.2,3.9,4.5,4.2,Senin - Minggu (10:00 - 22:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,no,no,no,yes,yes,yes,yes,yes,no
1642422876226716,Armor Kopi Leuit,[ Kafe ],False,-6.858281,107.632173," Jl. Bukit Pakar Utara No. 10, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.97,3.7,4.6,3.9,3.8,3.8,"Senin - Jumat (08:00 - 21:00), Sabtu - Minggu (08:00 - 22:00)","Tunai,Debet,Ovo",no,no,yes,yes,no,yes,no,yes,yes,no,no
1642422883939183,GrindJoe Coffee - Moxy Hotel,[ Kafe ],True,-6.900271000000001,107.612103," Moxy Hotel, Lantai Lobby Jl. Ir. H. Juanda No. 69, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,4.26,4.1,4.4,3.9,4.4,4.5,Senin - Minggu (10:00 - 21:00),"Tunai,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,no,yes,no,no
1642422888153678,Chingu Korean Fan Cafe,[ Korea ],False,-6.901199,107.60991100000001," Jl. Sawunggaling No. 10, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.97,3.8,4.3,3.8,3.9,4.1,Senin - Minggu (10:00 - 21:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642422898545291,Kopi Warga,[ Kafe ],False,-6.901101,107.612796," Jl. Ir. H. Juanda No. 48, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,4.09,4.2,4.4,3.8,3.9,4.2,Senin - Minggu (09:00 - 22:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642422905518882,Cafe D'Pakar,[ Indonesia ],False,-6.846717999999999,107.64980200000001," Jl. Sekejolang, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.93,3.8,4.8,3.8,3.8,3.6,"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (09:00 - 21:00)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642422914803346,Justus Steakhouse,[ Barat ],False,-6.901233,107.61180900000001," Jl. Ir. H. Juanda No. 59, Dago Bawah, Bandung ", Rp. 100.000 - Rp. 200.000 /orang ,4.16,4.2,4.3,4.0,4.1,4.2,Senin - Minggu (10:00 - 21:00),"Tunai,Visa,Master,Debet,Go-pay,Dana",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
164242292139991,The Stone Cafe,[ Kafe ],False,-6.865246000000001,107.626971," Jl. Rancakendal Luhur No. 5 (Gerbang Dago Resort), Dago Atas, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,4.18,4.1,4.7,3.6,4.2,4.3,"Senin - Jumat (11:00 - 22:00), Sabtu (11:00 - 23:00), Minggu (11:00 - 22:00)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,yes,no
1642422925443555,Kartika Sari,[ Toko Roti dan Kue ],False,-6.897492999999999,107.61221699999999," Jl. Ir. H. Juanda No. 85, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,4.01,4.5,3.7,4.2,3.7,3.9,"Senin - Jumat (07:30 - 17:30), Sabtu - Minggu (07:30 - 18:00)","Tunai,Visa,Master,Debet,Go-pay,Ovo",no,no,no,no,no,yes,no,no,yes,no,no
1642422932799457,Smash and Shake,[ Kafe ],False,-6.900192,107.611942," Jl. Sulanjana No. 1, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,4.12,4.2,4.4,4.0,3.8,4.2,Senin - Minggu (10:30 - 21:00),"Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642422938035352,Eat Boss,[ Kafe ],True,-6.897381,107.613056," Jl. Ir. H. Juanda No. 72, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.95,3.8,4.1,4.3,3.7,3.9,"Senin - Sabtu (12:00 - 21:00), Minggu (08:00 - 21:00)","Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,no,no
164242294472456,Parc.C,[ Kafe ],False,-6.882451,107.61381100000001," Jl. Kidang Pananjung No. 5C, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,4.26,4.0,4.7,4.0,4.4,4.1,Senin - Minggu (10:00 - 22:00),"Tunai,Visa,Master,Debet",yes,no,yes,no,no,yes,no,yes,yes,no,no
1642422948005566,The Harvest,[ Toko Kue ],False,-6.905316,107.610348," Jl. Ir. H. Juanda No. 11, Dago Bawah, Bandung ", Rp. 100.000 - Rp. 200.000 /orang ,4.09,4.6,4.0,3.7,4.0,4.2,Senin - Minggu (08:00 - 22:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",yes,yes,yes,yes,no,yes,no,yes,yes,no,no
1642422953507792,Mimiti Coffee & Space,[ Kafe ],False,-6.8640393,107.6266865," Jl. Bukit Pakar Timur No. 7, Dago Atas, Bandung ( Alamat Lama: Jl. Sumur Bandung No. 14, Dago Bawah, Bandung ) ", Di bawah Rp. 50.000 /orang ,3.92,3.9,4.3,3.6,3.8,4.0,Senin - Minggu (08:00 - 21:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642422962926142,Pizza Hut,,False,-6.900961,107.612499," Jl. Ir. H. Juanda No. 48, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,4.13,4.4,4.1,3.8,4.3,4.1,Senin - Minggu (10:00 - 23:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",yes,yes,yes,yes,no,yes,no,yes,yes,no,no
164242296667031,Warung Pasta,[ Italia ],False,-6.893517999999999,107.6125," Jl. Ganeca No. 4, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.99,3.9,4.1,4.0,3.9,4.0,Senin - Minggu (11:00 - 20:30),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642422972443075,Mister Donut,[ Donat ],False,-6.901922,107.612218," Superindo Jl. Ir. H. Juanda No. 44, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,3.9,4.1,4.0,3.5,3.8,4.0,Senin - Minggu (08:00 - 22:00),"Tunai,Visa,Master,Debet,Ovo,Dana",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642422981053203,Terminale Gelato & Coffee Express,[ Es Krim ],False,-6.900907000000001,107.611741," Living Plaza Dago, Lantai Upper Ground Jl. Ir. H. Juanda No. 61 - 63, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,3.93,4.2,4.1,3.6,3.9,3.9,Senin - Minggu (10:00 - 23:00),"Tunai,Debet,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642422987703209,Buttercup Signature Boulangerie - Hotel Four Points by Sheraton,[ Kafe ],True,-6.901314,107.61240600000001," Hotel Four Points by Sheraton, Lantai Lobby Jl. Ir. H. Juanda No. 46, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.99,4.0,4.6,3.2,3.8,4.3,Senin - Minggu (09:00 - 20:00),"Tunai,Visa,Master,Debet,Go-pay,Dana",yes,no,yes,yes,no,yes,yes,yes,yes,yes,no
1642422993227915,Kinokimi,[ Kafe ],False,-6.901441999999999,107.61100400000001," Jl. Ranggamalela No. 6 - 8, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,3.96,4.1,4.2,3.6,3.9,4.1,Senin - Minggu (08:00 - 22:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,no,yes,no,no
1642422999236512,Daily Routine Coffee,[ Kafe ],False,-6.879242999999999,107.62032099999999," Jl. Kanayakan Bawah No. 1, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,4.35,5.0,4.3,4.5,4.0,4.0,Senin - Minggu (07:30 - 22:00),Tunai,no,no,yes,no,no,yes,no,no,yes,no,no
1642423002314513,The Parlor,[ Kafe ],True,-6.869621,107.62813700000001," Jl. Rancakendal Luhur No. 9, Dago Atas, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.87,3.7,4.5,3.5,3.8,4.0,"Senin - Jumat (12:00 - 21:00), Sabtu - Minggu (11:00 - 22:00)","Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642423009246267,Yagami Ramen House,[ Jepang ],True,-6.884569,107.61353799999999," Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.85,4.0,4.0,4.0,3.6,3.8,Senin - Minggu (10:00 - 21:00),"Tunai,Debet,Go-pay,Ovo",yes,no,yes,no,no,yes,no,yes,yes,no,no
1642423016458939,Wale (Warung Lela),[ Indonesia ],False,-6.872178999999999,107.62796999999999," Jl. Kupa No. 6, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.87,3.9,4.5,3.6,3.6,3.8,Senin - Minggu (08:00 - 20:00),"Tunai,Debet",no,no,yes,yes,no,yes,no,yes,yes,no,no
1642423022923972,Lisung,[ Indonesia ],False,-6.858828999999999,107.63743400000001," Jl. Bukit Pakar Timur No. 111, Dago Atas, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,4.16,4.2,5.0,3.8,4.0,3.8,"Senin - Jumat (12:00 - 21:00), Sabtu - Minggu (10:00 - 23:00)","Tunai,Visa,Master,Debet",yes,no,yes,no,no,yes,no,yes,yes,no,no
1642423025905249,Chagiya Korean Suki & BBQ,[ Korea ],False,-6.901199,107.60991100000001," Chingu Korean Fan Cafe Jl. Sawunggaling No. 10, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.91,3.9,4.5,3.4,3.8,3.9,Senin - Minggu (10:00 - 22:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642423032333128,Juice For You,[ Kafe ],False,-6.902209,107.61008999999999," Jl. Sawunggaling No. 4, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,3.89,4.0,3.8,4.1,3.8,3.8,Senin - Minggu (09:00 - 21:00),"Tunai,Debet,Go-pay,Ovo,Dana",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642423038684994,Mana Foo & Cof,[ Kafe ],False,-6.854423,107.645675," Jl. Cibengang No. 17 (Dekat Sosis Kraton), Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.91,3.3,4.9,3.7,3.8,3.9,Senin - Minggu (11:00 - 22:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,yes,no
1642423046400913,Kopi Selasar,[ Kafe ],False,-6.858741,107.63665," Jl. Bukit Pakar Timur No. 100, Dago Atas, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.91,3.9,4.5,3.5,3.7,4.0,"Senin - Jumat (10:00 - 18:00), Sabtu - Minggu (10:00 - 21:00)","Tunai,Visa,Master,Debet,Go-pay",yes,no,yes,no,no,yes,no,yes,yes,yes,no
1642423052396597,Skyline,[ Kafe ],False,-6.85831,107.638719," Jl. Bukit Pakar Timur No. 108, Dago Atas, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.74,3.6,4.6,3.3,3.3,3.9,Senin - Minggu (10:00 - 21:00),"Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,yes,no
1642423064017979,Brewspace Coffee & Space,[ Kafe ],True,-6.899291000000001,107.61541100000001," Jl. Prabu Dimuntur No. 22, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,4.03,3.6,4.6,3.6,4.0,4.3,Senin - Minggu (08:00 - 22:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642423070880466,Kurva Coffee,[ Kafe ],False,-6.864577000000001,107.623628," Jl. Ir. H. Juanda No. 476, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.95,4.1,4.1,4.1,3.8,3.6,Senin - Minggu (15:00 - 23:00),"Tunai,Debet,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642423075382551,Cascara Coffee,[ Kafe ],False,-6.845077000000001,107.654002," Jl. Sekejolang (Pertigaan Tebing Keraton), Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.97,3.6,4.6,3.9,3.9,3.9,"Senin - Kamis (08:00 - 21:00), Jumat (08:00 - 23:00), Sabtu - Minggu (08:00 - 24:00)","Tunai,Debet,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642423080692439,Kopi Ireng,[ Kafe ],False,-6.8581460000000005,107.63841399999998," Jl. Bukit Pakar Timur No. 1, Dago Atas, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,4.03,3.8,4.5,4.0,4.2,3.7,Senin - Minggu (13:00 - 24:00),"Tunai,Visa,Master,Debet,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642423085226476,DIDAGO Cafe,[ Kafe ],True,-6.904749000000001,107.61034599999999," Jl. Ir. H. Juanda No. 21, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.89,3.8,4.2,3.5,3.7,4.3,"Senin - Kamis (09:00 - 21:00), Jumat - Minggu (08:00 - 21:00)","Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642423091923074,Sierra,"[ Indonesia,Barat,Italia ]",False,-6.863436999999999,107.629107," Jl. Bukit Pakar Timur No. 33, Dago Atas, Bandung ", Rp. 100.000 - Rp. 200.000 /orang ,3.98,3.6,4.5,3.3,4.0,4.5,Senin - Minggu (11:00 - 21:00),"Tunai,Visa,Master,Debet,Go-pay",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642423096096575,Orofi Cafe,[ Kafe ],False,-6.862796,107.633544," Jl. Lembah Pakar Timur No. 99, Dago Atas, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.78,3.4,4.6,3.1,3.7,4.0,"Senin - Jumat (14:00 - 21:30), Sabtu - Minggu (12:00 - 22:00)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,yes,yes,yes,yes,no
1642423107608482,Congo,[ Barat ],False,-6.867419,107.62791000000001," Jl. Rancakendal Luhur No. 8, Dago Atas, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.87,4.1,4.4,3.4,3.4,4.2,"Senin - Jumat (10:00 - 22:00), Sabtu (10:00 - 22:30), Minggu (10:00 - 22:00)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,yes,yes,yes,yes,no
1642423112026046,Disebut Kopi,[ Kafe ],True,-6.896613057818433,107.61," Eduplex Co-working Space, Lantai 1 Jl. Ir. H. Juanda No. 84, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,4.2,4.0,4.0,4.0,4.4,4.6,Senin - Minggu (16:00 - 23:00),"Tunai,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,no,yes,no,no
1642423115853223,Jadid Coffee,[ Kafe ],False,-6.917389994994125,107.66," Ruko Puri Dago Jl. Terusan Jakarta No. 368, Antapani, Bandung ( Alamat Lama: Jl. Pajajaran No. 4, Pajajaran, Bandung ) ", Di bawah Rp. 50.000 /orang ,4.03,4.3,3.4,4.3,4.1,4.0,Senin - Minggu (07:00 - 22:00),"Tunai,Debet,Ovo",yes,no,yes,yes,no,yes,no,yes,no,no,no
1642423118851207,Tian Jing Lou - Hotel InterContinental Bandung Dago Pakar,[ China ],False,-6.866488,107.642046," Hotel InterContinental Bandung Dago Pakar, Lantai Lobby Jl. Resort Dago Pakar Raya No. 2B, Dago Atas, Bandung ", Rp. 100.000 - Rp. 200.000 /orang ,4.12,4.2,4.2,4.0,4.2,4.0,"Senin - Jumat (16:00 - 22:00), Sabtu - Minggu (08:00 - 14:00, 16:00 - 22:00)","Tunai,Visa,Master,Debet",yes,no,no,no,no,yes,no,yes,yes,yes,no
1642423123252031,McDonald's,,False,-6.8849789999999995,107.613501," Jl. Ir. H. Juanda No. 181 - 183, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.78,4.2,3.6,3.5,3.8,3.8,24 Jam,"Tunai,Visa,Master,Debet",yes,yes,yes,yes,yes,yes,no,yes,yes,no,no
1642423130281291,Saffron Restaurant - Hotel Four Points by Sheraton,[ Indonesia ],True,-6.901314,107.61240600000001," Hotel Four Points by Sheraton, Lantai Lobby Jl. Ir. H. Juanda No. 46, Dago Bawah, Bandung ", Rp. 100.000 - Rp. 200.000 /orang ,4.15,4.3,4.8,3.8,4.3,3.8,Senin - Minggu (06:00 - 22:00),"Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,yes,yes,yes,yes,no
1642423133192015,Massimo Gelato,[ Es Krim ],False,-6.875328,107.61853799999999," District Dago Jl. Ir. H. Juanda No. 339, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,4.12,4.2,4.0,4.0,4.2,4.2,"Senin - Kamis (11:00 - 23:00), Jumat - Sabtu (11:00 - 24:00), Minggu (11:00 - 23:00)","Tunai,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642423136280071,Bakso Rusuk Samanhudi,[ Indonesia ],False,-6.877541000000001,107.617396," Jl. Ir. H. Juanda No. 342, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.91,4.1,3.4,4.2,4.0,3.8,"Senin - Kamis (09:00 - 22:00), Jumat - Minggu (08:00 - 01:00)","Tunai,Go-pay",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642423139435745,The Valley Bistro Cafe,[ Barat ],False,-6.863503,107.633994," Jl. Lembah Pakar Timur No. 28, Dago Atas, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,4.08,4.2,4.8,3.4,3.8,4.2,Senin - Minggu (12:00 - 21:00),"Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642423144053401,Makmur Jaya Coffee Roaster,[ Kafe ],False,-6.900416000000001,107.60975," Jl. Sawunggaling No. 22, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,4.33,4.3,4.3,4.7,4.3,4.0,Senin - Minggu (07:00 - 21:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",yes,no,yes,yes,no,yes,no,no,yes,no,no
1642423145915303,Warung Taru (Rumah Kayu),[ Indonesia ],False,-6.86579,107.621196," Jl. Ir. H. Juanda No. 437, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.82,4.1,4.1,3.8,3.4,3.8,Senin - Minggu (07:30 - 23:00),"Tunai,Visa,Master,Debet",no,no,yes,no,no,yes,no,yes,yes,no,no
1642423150084468,Damai Restaurant - Hotel InterContinental Bandung Dago Pakar,"[ Indonesia,Barat,Italia ]",False,-6.866488,107.642046," Hotel InterContinental Bandung Dago Pakar, Lantai Lobby Jl. Resort Dago Pakar Raya No. 2B, Dago Atas, Bandung ", Rp. 100.000 - Rp. 200.000 /orang ,4.08,4.0,4.6,3.0,4.4,4.4,Senin - Minggu (06:00 - 23:00),"Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,yes,yes,yes,yes,no
1642423152810507,Warung Kopi Imah Babaturan,[ Indonesia ],False,-6.898002,107.607725," Jl. Kebon Bibit No. 3, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,3.7,4.0,3.6,3.8,3.5,3.5,Senin - Minggu (08:00 - 22:00),"Tunai,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642423159907265,MAKA Gallery Cafe,"[ Indonesia,Barat ]",False,-6.8481309999999995,107.62687199999999," Jl. Dago Giri No. 168, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.91,3.9,4.4,3.6,3.9,3.9,"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (07:00 - 23:00), Minggu (07:00 - 22:00)","Tunai,Visa,Master,Debet,Go-pay",yes,no,yes,yes,no,yes,no,yes,yes,yes,no
1642423165740962,Seventh Dose,[ Kafe ],False,-6.900631,107.613202," Jl. Diponegoro No. 6 (Lantai 7), Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.76,3.9,3.9,3.4,3.7,3.8,Senin - Minggu (11:00 - 22:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,yes,yes,yes,no,yes,no,yes,yes,yes,no
1642423173207511,Kanay Coffee & Culture,[ Kafe ],False,-6.877907,107.619262," Jl. Kanayakan No. 18, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.87,3.6,4.3,3.8,3.9,3.9,"Senin - Kamis (11:00 - 22:00), Jumat (14:00 - 22:00), Sabtu - Minggu (11:00 - 22:00)",Tunai,yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642423178242653,Caffetto Roastery,[ Kafe ],False,-6.8846685262503176,107.6," Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung ( Alamat Lama: Jl. Veteran No. 34A, Veteran, Bandung ) ", Di bawah Rp. 50.000 /orang ,3.86,4.4,3.4,4.1,3.7,3.6,"Senin - Kamis (08:00 - 21:00), Jumat - Minggu (08:00 - 22:00)","Tunai,Go-pay,Ovo,Dana",yes,no,yes,no,no,yes,no,no,yes,no,no
1642423182342934,Cafe Halaman,[ Kafe ],True,-6.885363000000001,107.611741," Jl. Tamansari No. 92, Dago Bawah, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.87,3.6,4.4,3.5,3.9,4.0,"Senin - Jumat (10:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)","Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,yes,yes,yes,no,yes,no,yes,yes,no,no
1642423186430509,Warung Salse,[ Indonesia ],False,-6.845567,107.629194," Colaborea Jl. Dago Giri No. 101, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.87,3.5,4.4,3.5,4.1,3.9,"Selasa - Kamis (11:00 - 21:00), Jumat - Sabtu (10:00 - 22:00), Minggu (11:00 - 21:00), Senin Tutup","Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642423193116644,Cocorico,"[ Barat,Indonesia,Jepang ]",False,-6.862959,107.629499," Jl. Bukit Pakar Timur No. 19, Dago Atas, Bandung ", Rp. 100.000 - Rp. 200.000 /orang ,3.78,3.8,4.3,3.6,3.2,4.0,"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 22:00)","Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,yes,yes,yes,yes,no
1642423197049754,JurnalRisa Coffee,[ Kafe ],False,-6.885913597870099,107.61," Jl. Sumur Bandung No. 14, Dago Bawah, Bandung ", Di bawah Rp. 50.000 /orang ,4.1,4.0,4.5,3.5,4.3,4.3,Senin - Minggu (08:00 - 21:00),"Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1642423200454335,Kanoko Coffee,[ Kafe ],False,-6.876074000000001,107.61591499999999," 2510 Indekost/Roetjiin Jl. Dago Asri I No. 24, Dago Atas, Bandung ", Di bawah Rp. 50.000 /orang ,3.96,3.8,4.6,3.6,4.0,3.8,Senin - Minggu (07:00 - 21:30),"Tunai,Debet,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,no,yes,yes,no
1642423204107281,Reveuse Resto,"[ Barat,Italia,Indonesia ]",False,-6.885211999999999,107.61889599999999," Jl. Tubagus Ismail Raya No. 34, Dago Atas, Bandung ", Rp. 50.000 - Rp. 100.000 /orang ,3.96,3.8,4.6,3.6,3.6,4.2,"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (10:00 - 22:00)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,yes,yes,yes,no,no
1642423207411482,Tizi's Cakeshop & Resto,[ Barat ],False,-6.882886,107.61376399999999," Jl. Kidang Pananjung No. 3, Dago Atas, Bandung ", Rp. 100.000 - Rp. 200.000 /orang ,3.83,4.3,3.9,3.6,3.6,3.8,Senin - Minggu (11:00 - 21:00),"Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,no,yes,no,no
