user_id,username,alpha_badge,review_count,account_level,badges
ireneirawan,ireneirawan,no badge,6,2,no badge
tukangmakan_com,tukangmakan_com,no badge,34,5,no badge
bellindanandea,Bellinda Nandea,no badge,70,7,"Dessert,"
el_ad,El Ad,no badge,1,1,no badge
boba_blakeney,Boba Blakeney,no badge,1,1,no badge
vinsensius_sukidjo,Vinsensius Sukidjo,no badge,1,1,no badge
chrisleen_sutanto,Chrisleen | IG : @foods_feeds,no badge,22,4,no badge
silvia_vie_rafika,Silvia Rafika,no badge,3,1,no badge
miauw,miauw,no badge,2,1,no badge
cecehlaper,cecehlaper,no badge,6,2,no badge
agathamira,AGATHA FEBRIANA,no badge,7,2,no badge
irene_lie_ca,Irene Ca,no badge,3,1,no badge
NicodemusIvan,Nicodemus Ivan,no badge,10,3,no badge
Chandrafangdinata,Chandrafangdinata,no badge,3,1,no badge
delvi_pakpahan,Delvi Han,no badge,1,1,no badge
fensi_safan,Fensi Safan,no badge,388,13,"Steak,Kopi,Bakmi,Pizza,Pasta,Dessert,Bubble Tea,"
cerovian_yunior,Cerovian Yunior,no badge,19,4,no badge
misseats,misseats,no badge,1,1,no badge
ray_albert,Ray Albert,no badge,1,1,no badge
rimanolita,rimanolita,no badge,1,1,no badge
vina.tan0190,vina.tan0190,no badge,4,1,no badge
danny_aguswahyudi,danny_aguswahyudi,no badge,1,1,no badge
dunia_piston,Dunia Piston,no badge,5,1,no badge
widia_pebria_madani,Widia Pebria Madani,no badge,19,4,no badge
ecen,@Ecen28,Alfa 2018,211,11,no badge
sulisah_lisa,Sulisah Lisa,no badge,2,1,no badge
yelinurlena,yeli nurlena,Alfa 2019,220,12,"Kopi,Pasta,Dessert,"
tiffany_putri,Tiffany Putri,no badge,4,1,no badge
aileenlay,aileenlay,no badge,3,1,no badge
kelvin_tan,Kelvin Tan,no badge,6,2,no badge
ameliautama,Amelia Utama,no badge,1,1,no badge
reynaldo_pratama_lieviant,Reynaldo Lieviant,no badge,3,1,no badge
Alvintz,Alvintz,no badge,6,2,no badge
agnes_fauzia,Agnes Fauzia,no badge,13,3,no badge
natashya_acha_fitria,acha Fitria,no badge,11,3,no badge
happyytummyjkt,happyytummyjkt,no badge,13,3,no badge
kevinsibolo,Kevin William,no badge,1,1,no badge
andrianimelissa,andrianimelissa,no badge,5,2,no badge
JagoMakan,JagoMakan,no badge,1,1,no badge
chepetite7,@chepetite,no badge,2,1,no badge
rosa_indah_lestari,Rosa Lestari,no badge,1,1,no badge
alqisyunieyunie,Yunie Yunie,no badge,1,1,no badge
gendut_serba_salah,Gendut Serba salah,no badge,5,2,no badge
c_catharina,c_catharina,no badge,1,1,no badge
caroline_0,caroline_0,no badge,1,1,no badge
rajinkuliner,Rajin Kuliner,no badge,1,1,no badge
ryeo_wi,Dewi Lim,no badge,1,1,no badge
sweetyumz,sweetyumz,no badge,1,1,no badge
i.eat.i.rate,i.eat.i.rate,no badge,2,1,no badge
liam_liam,Liam Liam,no badge,1,1,no badge
infojajanjalan,info jajan jalan,no badge,7,2,no badge
edelinfortunachandra,Edelin Fortuna Chandra,no badge,1,1,no badge
MsTanoko,Santiasih Tanoko,no badge,4,1,no badge
nova05,nova 05,no badge,1,1,no badge
esther_lia_sianipar,Esther Sianipar,no badge,3,1,no badge
Yongki,Yongki Tan,no badge,15,3,no badge
lina_m,tjang maria,no badge,5,2,no badge
marsya,marsya,no badge,2,1,no badge
cleric_bezoe,Cleric Bezoe,no badge,1,1,no badge
amilanf,amilanf,no badge,11,2,no badge
Masdiansah,Achmad Nurdyansyah,no badge,2,1,no badge
jason_tigris,Jason Tigris,no badge,1,1,no badge
resty_yudha,Resty Yudha,no badge,23,3,no badge
antonyus.oey,Antonyus,no badge,3,1,no badge
hariyadi_abdee,Hariyadi Bemby,no badge,9,3,no badge
albertus_andika,Albertus Andika,no badge,3,1,no badge
aciedz,Astrid Tjhin,no badge,1,1,no badge
helloomamam,Helloomamam,no badge,2,1,no badge
cin_gun,Cin Gun,no badge,6,2,no badge
yohannes_yobel_budiman,Yohannes Budiman,no badge,2,1,no badge
ohtastyjakarta,OhTasty Jakarta,no badge,7,2,no badge
gieong,gieong,no badge,2,1,no badge
canny_iswin,Canisfood,no badge,2,1,no badge
chrysti,chrysti,no badge,6,2,no badge
novie_ta_trisna,Novie Trisna,no badge,2,1,no badge
chrstmarcella,chrstmarcella,no badge,10,2,no badge
PutriMaretha,Putri Maretha,no badge,8,2,no badge
albertus_wisnu,Albertus Wisnu,no badge,8,2,no badge
rosa_febriani,Rosa Febriani,no badge,1,1,no badge
novanka_wijaya,Novanka Wijaya,no badge,1,1,no badge
linawaty_chen,Linawaty Chen,no badge,1,0,no badge
yuzin_hilmawan,Yuzin Hilmawan,no badge,1,0,no badge
nobi_surss,nobi surss,no badge,1,0,no badge
khadija_indira,Khadija Indira,no badge,1,1,no badge
joshua_surya,Joshua Surya,no badge,1,1,no badge
itinkk,Felecia lie,no badge,6,2,no badge
NadSugiono,Nadia Sugiono,no badge,13,3,no badge
celvin_celvin,celvin celvin,no badge,1,1,no badge
ynyyoh,ynyyoh,no badge,1,1,no badge
joviekputra_gmail_com,Jovie Koeshendrawan,no badge,3,1,no badge
yoga_yogi,Putra Kuliner,no badge,73,8,"Kopi,"
richard_gunawan_jusup,Richard Jusup,no badge,8,2,no badge
Subagyo,Subagyo Bagyo,no badge,1,1,no badge
davidlianardo,David,no badge,1,1,no badge
renataalvn,Renata Punina,no badge,8,2,no badge
masripah_aja,Masripah Aja,no badge,1,1,no badge
johanes_jojo,Johanes Jojo,no badge,3,1,no badge
via_piyoko,Via Piyoko,no badge,3,1,no badge
erlina_febriani,ayam goreng,no badge,22,3,no badge
farfel,farfel,no badge,2,1,no badge
Yollafauzia,Yolla Fauzia Nuraini,no badge,110,10,no badge
jktfoodstagram,jktfoodstagram,no badge,1,1,no badge
natanael_dicaprio,Natanael DiCaprio,no badge,1,1,no badge
khiko_rayesmara,Khiko Rayesmara,no badge,30,5,no badge
thathaniarachel,Thania Rachel,no badge,7,2,no badge
rizal_basae,Rizal Basae,no badge,5,2,no badge
sir_frango,Sir Frango,no badge,1,1,no badge
sarah_nursabila,Sarah Nursabila,no badge,1,1,no badge
shidaaruya,shida aruya,no badge,33,5,no badge
kenyang_mantap,Luthfizar Hilmandio Akbar,no badge,38,5,no badge
mey_sella,Mey Sella,no badge,1,1,no badge
jojo_max,Jojo Max,no badge,1,0,no badge
vion_verdianto,Vion Verdianto,no badge,2,0,no badge
HartatiMuldoyo,Hartati Muldoyo,no badge,3,1,no badge
arista_aprilianti,Arista Aprilianti,no badge,45,6,no badge
desi_van_rossi,Desi Rossi,no badge,2,1,no badge
helena_giovani,Helena Giovani,no badge,1,1,no badge
hastatan,Sjah Asta,no badge,1,1,no badge
ayda_octaviani,Ayda Octaviani,no badge,3,1,no badge
AGUSs,AGUSs,no badge,1,1,no badge
FicoPangalila,Fico Pangalila,no badge,6,2,no badge
anreikhsan,ANRE IKHSAN,no badge,1,1,no badge
Micaeataway,Micaeataway,no badge,10,2,no badge
sylawt,Sri Yuliawati,no badge,218,11,"Kopi,Dessert,"
dhio_saputra,Dhio Saputra,no badge,1,1,no badge
eugine_chen,Eugine Chen,no badge,1,1,no badge
GavrilaTheodora,Gavrila Theodora,no badge,23,5,"Dessert,"
alviansilver,Alvian Tan,no badge,6,2,no badge
donna_aprilia,Donna Aprilia,no badge,2,1,no badge
yenie_yusra,Yenie Yusra,no badge,32,5,no badge
elisachand,Elisa Chand,no badge,3,1,no badge
sani_santoso,Mr. Gastronome,no badge,6,2,no badge
llario_andy,Llario Andy,no badge,1,1,no badge
Dani,Makan Berdua,no badge,4,1,no badge
suwandi_chang,Suwandi Chang,no badge,3,1,no badge
PetualaNgemil,PetualaNgemil,no badge,4,2,no badge
Kulbacar,Kulbacar,no badge,6,2,no badge
jodie_july,Jodie July,no badge,1,1,no badge
febrian_yulius_a,Febrian A,no badge,1,1,no badge
kulinerasikjakarta,kulinerasik jakarta,no badge,5,2,no badge
sonny_andry,Sonny Andry,no badge,1,1,no badge
anastasia_felicia,Anastasia Felicia,no badge,1,1,no badge
regulus_nh,Regulus NH,no badge,1,1,no badge
lenna_marisza,Lenna Marisza,no badge,1,1,no badge
yolanda_panna,Yolanda Panna,no badge,1,0,no badge
laura_oktavia,Laura Oktavia,no badge,4,1,no badge
ce_asuna,CE Asuna,no badge,1,1,no badge
winningwinlah,Muhammad Abdilah Dwipoetra,no badge,2,1,no badge
hartono_moe,Hartono Moe,no badge,1,1,no badge
fenni_trengganis,Fenni Trengganis,no badge,25,4,no badge
taufik_gunawan,Taufik Gunawan,no badge,4,1,no badge
FannieHuang,Fannie Huang||@fannie599,Alfa 2021,1529,18,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
yuliane,Yuliane Ane,no badge,3,1,no badge
naim_gassing,Naim Gassing,no badge,1,1,no badge
yusuf_hadiwinata,Yusuf Hadiwinata,no badge,1,1,no badge
agustine,agustine,no badge,1,1,no badge
mardela_lie,Mardela Lie,no badge,1,1,no badge
gotoEat,Go To Eat,no badge,6,2,no badge
jojo_124,jojo 124,no badge,1,0,no badge
hendri_wong,Hendri,no badge,1,1,no badge
xaveriuskevin07,Kevin Chandra,no badge,1,0,no badge
cendy_vlog,Cendy vlog,no badge,6,2,no badge
Dyronzie,Dyronzie,no badge,1,0,no badge
rita_wang,Rita Wang,no badge,1,1,no badge
Amaris,Amaris,no badge,1,1,no badge
fiona_suwenli,Fiona Suwenli,no badge,1,1,no badge
hana_h,Hanah Ulfa,no badge,5,2,no badge
Stu,Stu,no badge,1,1,no badge
Elis,Elis,no badge,1,1,no badge
febby14,feby valentina,no badge,12,3,no badge
irene_lestary,Irene Lestary,no badge,1,1,no badge
alexander_william_tan,Alexander Tan,no badge,1,1,no badge
lupita_dwi_purnama_sari,LupitaDPS,no badge,1,1,no badge
caecilia_samantha,Caecilia Samantha,no badge,4,1,no badge
fitrialaela,Fitriah Laela,Alfa 2021,567,13,"Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
FannieHuang,Fannie Huang||@fannie599,Alfa 2021,1530,18,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
yudistira,yudistira ishak abrar,Alfa 2021,2377,23,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
placetogoandeat,Ladyonaf @placetogoandeat,Alfa 2021,2973,24,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
ameygiselle,Hungry Mommy,Alfa 2021,1299,18,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
indra_mulia,Indra Mulia,Alfa 2021,2351,20,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
cewekrakus,Levina JV (IG : @levina_eat & @levinajv),Alfa 2021,1168,18,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
francinealexandra,Francine Alexandra,Alfa 2021,818,15,"Steak,Ramen,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
vio_kal,vio kal,Alfa 2021,343,13,"BBQ,Kopi,Dessert,Bubble Tea,"
Nana97,Nana (IG: @foodlover_gallery),Alfa 2021,695,15,"Ramen,BBQ,Kopi,Bakmi,Pasta,Dessert,Bubble Tea,"
gabrielapriska,@egabrielapriska,Alfa 2021,546,14,"Steak,Ramen,Chinese Food,Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
Alen,Stallone Tjia (Instagram: @Stallonation),Alfa 2021,738,17,"Steak,Chinese Food,Dimsum,Seafood,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
daisyjj,deasy foodie,Alfa 2021,363,13,"Kopi,Bakmi,Sushi,Dessert,Bubble Tea,"
andri_irawan,@Perutmelars Andri,Alfa 2019,392,13,"Ramen,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Dessert,"
jessica_fabian,Jessica capriati,no badge,25,5,no badge
mamsky,@generasibuncit,no badge,16,3,no badge
windaverfida,windaverfida,no badge,1,0,no badge
KEWLINESH,@Kewlinesh,no badge,7,2,no badge
kevin_leonardi,Kevin Leonardi @makancengli,Alfa 2021,1124,17,"Steak,Ramen,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
raihanarena,Raihana Furqani,no badge,10,2,no badge
raisacynthia,Raisa Cynthia,no badge,21,4,no badge
rizkiardn,Rizki Ardian,no badge,3,1,no badge
sobatmakan_jkt,Sobat Makan Jakarta,no badge,18,4,no badge
reynaldi_ikhsan,Reynaldi Ikhsan,no badge,3,1,no badge
sarlestari,Sari Lestari,no badge,4,2,no badge
tiaradhita.d,Tiaradhita Deswandari,no badge,78,8,"Dessert,"
satesa_ameliano,Satesameliano 'akugadisgembul',no badge,68,7,"Pasta,"
agung_pirmansah,Agung Pirmansah,no badge,1,1,no badge
jay_chen,Jay Chen,no badge,1,1,no badge
samjoz,Samuel Jozephus R,no badge,7,2,no badge
mahlanura,Lala,no badge,7,2,no badge
imanuel_arnold,imanuel arnold,no badge,81,9,"Kopi,"
desriani_ekaputri,Desriani Ekaputri (@rian_ry),Alfa 2021,793,15,"Steak,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
jameslatief,James Latief,no badge,9,3,no badge
foodiedaffa,Fadil Daffa,no badge,18,3,no badge
foodnrolla,Johan PS @foodnrolla,no badge,17,3,no badge
pattyburger,Patricia | @tirapatricia,no badge,12,3,no badge
ditalksy,Nindita Larasati,no badge,42,7,no badge
alfianboy,@duorakuss,Alfa 2017,552,14,"Ramen,Chinese Food,Kopi,Bakmi,Sushi,Dessert,Bubble Tea,"
lukman,Lukman tama,no badge,11,3,no badge
juniaselavelvet123,junia selawati,no badge,3,1,no badge
vegaprima,Vega,no badge,5,2,no badge
shera_fandriani,lala tan,no badge,10,3,no badge
bond_tastebuds,@bondtastebuds,no badge,38,6,no badge
vincentia_stepfanie,Vincentia Stepfanie,no badge,25,5,"Dessert,"
kdsct,kdsct,no badge,134,10,"Kopi,Pasta,"
prasetya_wibisono,Prasetya Wibisono,no badge,4,1,no badge
steven_vanada,Steven Vanada,no badge,1,1,no badge
Velvel,Velvel,Alfa 2021,527,14,"Ramen,Chinese Food,Dimsum,Kopi,Bakmi,Pasta,Sushi,Dessert,Bubble Tea,"
Resyalifiyanti,Resy Alifiyanti,no badge,112,9,"Dessert,"
lily_arisandi,Komentator Isenk,Alfa 2021,1118,17,"Steak,Ramen,Chinese Food,Dimsum,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
rizky_abimanyu,Rizky Abimanyu (@jktfoodseeker),no badge,45,6,no badge
LeonitaMaulidyanti,Leonita Maulidyanti,no badge,4,2,no badge
hanani_marha_luthfina,Hanani Luthfina,no badge,11,2,no badge
ongky_perdana,Ongky Perdana,no badge,1,1,no badge
poppy_fransisca,Poppy Fransisca,no badge,1,1,no badge
demaz_adithya,Demaz Adithya W,no badge,4,1,no badge
angela_wahyudi,Angela Wahyudi,no badge,2,1,no badge
FOODISHTRAV.ID,FOODISH TRAV.ID,no badge,1,1,no badge
sheevann,a aaaa,no badge,5,1,no badge
Malinda,Malinda Kusaeni,no badge,4,1,no badge
ayasha_goreng,Ayasha Goreng,no badge,5,1,no badge
alfabetdoyanjajan,Alfabetdoyanjajan,no badge,73,7,"Kopi,"
nur_hanifah_hardiyanti,Nur Hanifah Hardiyanti,no badge,2,1,no badge
marlefzena_marlefzena,marlefzena marlefzena,no badge,1,1,no badge
faris_achmad,Faris Achmad,no badge,4,1,no badge
mwidya13,Marita,no badge,7,2,no badge
Lollylollyta,Lollyta Tryana,no badge,3,1,no badge
larassanti,larassanti,no badge,1,1,no badge
Bagusetiawanaji,Bagus Setiawan Aji,no badge,2,1,no badge
ammar_syahril,Ammar Syahril,no badge,35,6,no badge
ade_junior,Junior,Alfa 2021,258,12,"Dimsum,Bakmi,"
wiliem_angeric_prayogo,Wiliem Prayogo,no badge,5,2,no badge
deyang19,Kezia Vidia,no badge,3,1,no badge
Larasnurizki,Laras Nur Rizki,no badge,10,4,no badge
Silao,Sherryl Elizabeth Ilao,no badge,18,4,no badge
eatdrinkdrunk,Catharina Candra,no badge,7,2,no badge
darwin_kingzz,Darwin KingZz,no badge,3,1,no badge
gunawan,gunawan sutanto,no badge,29,5,no badge
ashisappetite,ashi’s appetite,no badge,10,3,no badge
jihanrahmaaa,Jihan Rahma,no badge,6,2,no badge
olly_wirawan,Olly Wirawan,no badge,4,1,no badge
dafne.jasmine,How’s the food?,no badge,5,2,no badge
togapofficial,togapofficial,no badge,8,2,no badge
donnasls,Donna Salsabila,no badge,10,2,no badge
dimasaryadamara,@dimasaryadamara,no badge,39,4,no badge
makanbikinbahagia,Makan Bikin Bahagia,no badge,46,6,no badge
chantika_niantiara,Chantika Niantiara,no badge,10,2,no badge
aisyahduhast,siti aisyahdu,no badge,1,1,no badge
tri_ariyosa,PostMeridian,no badge,10,2,no badge
octy_edriana_wulandari,Octy Wulandari,no badge,2,1,no badge
pingkan_rumondor,Pingkan Rumondor,no badge,10,3,no badge
foodies.story,Foodies Story,no badge,35,5,no badge
najmirania_khadijah,Najmirania Khadijah,no badge,16,3,no badge
melisya_febi,melisya febi,no badge,11,2,no badge
mouthofindonesia,mouthofindonesia,no badge,34,5,no badge
odhy_irwan_syahputra,Odhy Syahputra,no badge,1,0,no badge
celestial_creative,Celestial Creative,no badge,1,0,no badge
asikuliner,asikuliner,no badge,30,5,no badge
abi_dzar_al_ghifari,Abi Dzar AG | @abidzaralgh,no badge,42,5,no badge
feby,feby,no badge,39,5,no badge
ichaelisa,Elisa Ermulina,no badge,20,4,no badge
jonathan2512,jonathan2512,no badge,7,2,no badge
lapeeer.terus,Seruni Lumongga,no badge,9,2,no badge
graceyuwono27,Grace Yuwono,no badge,4,2,no badge
irmahertiana,Irma Hertiana,no badge,8,2,no badge
rudolf_kim,rudolf kim,no badge,1,1,no badge
tasteographer,tasteographer,no badge,17,3,no badge
cewekdoyanmakan,Anita Susanto,no badge,2,1,no badge
riska_budiyanti,ika,no badge,2,1,no badge
andre_bramandita_linting,Andre Linting,no badge,10,3,no badge
grace_gunawan,Grace Gunawan,no badge,3,1,no badge
Novitri,Novitri,no badge,4,1,no badge
eric_s_suyoto,Eric Suyoto,no badge,6,2,no badge
alfya_rahanun,Alfya Rahanun,no badge,3,1,no badge
khikidoo,Khikid Utami,no badge,23,4,no badge
theresiacarolina,theresiacarolina,no badge,9,1,no badge
kulineran_aja,@kulineran_aja,no badge,647,14,"Steak,Ramen,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
ciaandri,Indriana Ciacia,no badge,3,1,no badge
Ameliamusput,Amelia Mustika Putri,no badge,13,3,no badge
Fooditude,Fooditude,no badge,2,1,no badge
irinazrina,irinazrina,no badge,3,1,no badge
dastyysr,dasty susilo risty,no badge,9,2,no badge
fahrizal_personal,fahrizal personal,no badge,2,1,no badge
aliifa_arazuhry,aliifa arazuhry,no badge,1,1,no badge
nancyyap,nancy yap,no badge,3,1,no badge
Adieguno,Adieguno,no badge,10,3,no badge
gheasami,gheasami,no badge,4,2,no badge
kresnaabadi,kresna abadi,no badge,4,1,no badge
laperanbanget,laperanbanget,no badge,13,3,no badge
irene_mantise_rubby_siregar,Irene Mantise Rubby,no badge,9,2,no badge
Nenaseoul,Nena Seoulinda,no badge,14,3,no badge
clara_agustina,Clara,no badge,6,1,no badge
naylanabila,Nayla Nabila,no badge,4,1,no badge
amaliad,amaliad,no badge,2,1,no badge
cuvekig,cuvekig,no badge,1,1,no badge
alexalexa,alexalexa,no badge,1,1,no badge
creverladalle,creverladalle,no badge,10,2,no badge
HannaLazwardy,Hanna Lazwardy,no badge,12,2,no badge
KartikaChandra,Kartika Chandra,no badge,2,1,no badge
depok.foodjournalss,Depok Foodjournalss,no badge,55,6,no badge
nomnom.time,NOMNOM.TIME,no badge,2,1,no badge
sntlv,Sinta Elviyanti,no badge,2,1,no badge
jovankarchl,Jovanka Rachel,no badge,21,4,no badge
fadhila02,Fadhila Setiabudi,no badge,1,1,no badge
tengku_muhamad_derizal,Tengku Derizal,no badge,2,1,no badge
mukhammad_nizamuddin_baihaqi,Baihaqi Baii,no badge,1,1,no badge
amazing_pizza,amazing pizza,no badge,4,1,no badge
amikagisti,Amik Agisti,no badge,12,3,no badge
sheilaluth,sheilaluth,no badge,8,2,no badge
Cooventia,Cooventia Family,no badge,19,4,no badge
dini_atul,Atikah Nurul Hidayah,no badge,10,2,no badge
Missowens,Missowens,no badge,5,2,no badge
suhendri,suhendri,no badge,5,2,no badge
ratna_xiu,Ratna Xiu,no badge,1,1,no badge
juvenile_gastronome,@juvenilegastronome,no badge,17,4,no badge
Merry22,Merry22,no badge,1,1,no badge
vanessa_ariesca_setiawan,Vanessa Ariesca Setiawan,no badge,2,1,no badge
raniasya,raniasya,no badge,2,1,no badge
marry,marry,no badge,7,2,no badge
amanda_rayta,Amanda Rayta,no badge,5,1,no badge
Yosesiagian4,Yose Imri Siagian,no badge,6,2,no badge
tiffani_safinia,doyan jajan,no badge,10,3,no badge
doniculinary,Dony Jevindo @doniculinary,no badge,15,3,no badge
muhammad_rahaditya,Muhammad Rahaditya,no badge,2,1,no badge
elfey_tanamal,Elfey Tanamal,no badge,1,1,no badge
yenifirtha9999_gmail_com,yenifirtha9999_gmail_com,no badge,1,1,no badge
love_kinn,Kintan Ch,no badge,10,3,no badge
adibaaputri,Adiba Putri,no badge,7,2,no badge
saturdating,Saturdating,no badge,5,2,no badge
katerinamukti,Katerina Mukti,no badge,3,1,no badge
wildan_aulia,Wildan Aulia,no badge,2,1,no badge
huseinnasyim,huseinnasyim,no badge,14,4,no badge
salsabila_emil,Salsabila Emil,no badge,1,0,no badge
sabrinamaulia,sabrinamaulia,no badge,1,1,no badge
stella_sarah,Stella Sarah,no badge,3,1,no badge
lastiamesa,Lastia @tasteintrip,no badge,5,2,no badge
andi_cintana_nurmilad,Anandic,no badge,16,4,no badge
dhika_mahardhika,Dhika Mahardhika,no badge,1,1,no badge
selvia_infinite,selvia infinite,no badge,2,1,no badge
tracy_toorop,Tracy Toorop,no badge,1,1,no badge
karen_arviana,Current arvn,no badge,1,1,no badge
clarissagabriella,clarissa gabriella,no badge,1,1,no badge
tri_muliani,Tri Muliani,no badge,1,1,no badge
shenly_desvitara,Shenly Desvitara,no badge,1,1,no badge
unggul_suseno,Unggul Suseno,no badge,1,1,no badge
bunga_azalea,Bunga Azalea,no badge,1,1,no badge
Nugew,Avanto Nugi,no badge,12,3,no badge
denise_elysia,denise elysia,no badge,333,12,"Ramen,BBQ,Kopi,Bakmi,Pizza,Dessert,"
vigichrwinda,Vigi Charwinda,no badge,2,1,no badge
si_ogie,Si Ogie,no badge,10,3,no badge
ruangkerja,ruangkerja,no badge,2,1,no badge
renni_furi,Renni Furi,no badge,1,1,no badge
edocumi,Edward Kurnia,no badge,64,7,no badge
evelynoct,Evelyn Octavianni,no badge,2,1,no badge
elvira_fir,Vira,no badge,5,1,no badge
mandyamanda,Mandy Amanda,no badge,17,3,no badge
mahesa_puteh,Mahesa Puteh,no badge,3,1,no badge
Janette,Janette,no badge,2,1,no badge
angelanw,angelanw,no badge,4,1,no badge
joni.selly,Joni Lie,no badge,3,1,no badge
kartika_swary,Life For Eat,no badge,2,1,no badge
eet_harfyandho,Eet Harfyandho,no badge,2,1,no badge
anindya_tyas,Anindya Tyas,no badge,2,1,no badge
enoy_or_pippo,Enoy Or Pippo,no badge,5,2,no badge
deasy_natalia,Deasy Natalia,no badge,1,0,no badge
anne_tomasoa,Anne Tomasoa,no badge,1,1,no badge
reinaldy_gaul,Reinaldy Gaul,no badge,7,2,no badge
raisha_verniastika,Raisha Verniastika,no badge,4,1,no badge
ristridiyana,Ristridiyana Budiyanto,no badge,11,3,no badge
azhrinbl,Azhrin Nabila,no badge,1,1,no badge
leni_helena,Leni Helena,no badge,1,1,no badge
dewi_zh,dewi zh,no badge,1,1,no badge
franki_septinus,Freddy Setiawan,no badge,1,0,no badge
reynaldo_damara,Reynaldo Damara,no badge,1,1,no badge
putidian,Dian,no badge,40,6,"Kopi,"
ananda_dian,Ananda Dian,no badge,2,1,no badge
mufidahfd,mufidahfd,no badge,12,4,no badge
bharaaawr,Bhara NM,no badge,20,4,no badge
desimuliasari,desimuliasari,no badge,3,1,no badge
shafira_putri,Shafira Putri,no badge,3,1,no badge
opiequqisqu,Opie Quqisqu,no badge,8,3,no badge
dinda_nurhasanah_ridha,Dinda Ridha,no badge,14,4,no badge
teten_alnoe,teten herman AL noe,no badge,1,1,no badge
salsa_siti_syarah,Salsa Siti Syarah,no badge,10,2,no badge
MokiMoki.Adventure,MokiMoki.Adventure,no badge,4,1,no badge
alifahadithiyah,alifah adithiyah adiningrat,no badge,14,3,no badge
dianty_hevy,Dianty Hevy,no badge,2,1,no badge
yoraanastasha,Yora Anastasha,no badge,14,3,no badge
ratnahey,Fransiska Ratna Dianingrum,no badge,12,3,no badge
nengpuri,Puri Nardyasti,no badge,5,2,no badge
TupaiMakan,Tupai Makan,no badge,12,3,no badge
ibnumaroghi,ibnu maroghi,no badge,9,2,no badge
defitanggraini,defita desty anggraini,no badge,44,6,no badge
rizqi_saputra,Rizqi Saputra,no badge,1,1,no badge
andi_hidayat,Andi Hidayat,no badge,1,1,no badge
foodiary,Regina Laij,no badge,19,4,no badge
sitti_vandarini,Ig @Vanda_raniaarasya | Vanda S,no badge,16,4,no badge
08_points,08_points,no badge,33,5,"Kopi,"
tinekeislandita,Tineke Islandita Putrinda,no badge,8,2,no badge
yeni_chiem,Yeni Chiem,no badge,24,5,no badge
Bellamia,Bellamia Adinda,no badge,10,3,no badge
teruslaper,IG: @teruslaper,no badge,2,1,no badge
TiaraBN,Tiara BN,no badge,4,1,no badge
arissaarief,Arissa A. Arief,no badge,26,5,"Kopi,"
supeririy,@supeririy,no badge,385,13,"Steak,Ramen,Seafood,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,"
melsyifa91,Melly Nursyifa,no badge,12,3,no badge
esanandaa,Nanda Esa,no badge,14,3,no badge
irlinanindiya,irlinanindiya,no badge,53,7,no badge
anisarahmawatii,anisarahmawatii,no badge,4,1,no badge
jeffryvem,Jeffry Vembriarto,no badge,6,2,no badge
ocktalina_nila,Ocktalina Nila,no badge,6,2,no badge
deaamutiaaa,Muti,no badge,17,4,"Kopi,"
fini,Mira Amanda,no badge,3,1,no badge
rezaramadan14,reza ramadan,no badge,4,1,no badge
Reviera,Reviera,no badge,20,4,no badge
separuhakulemak,separuhakulemak,no badge,60,7,"Dessert,"
ulfa_anisa,Ulfa Anisa,no badge,47,6,no badge
Riana.fidda.adriani,riana adriani,no badge,20,4,no badge
Damaryudhis,Damaryudhis,no badge,1,1,no badge
Lunchgetaway,Lunchgetaway,no badge,39,6,no badge
