user_id,username,alpha_badge,review_count,account_level,badges
Regiana,Regiana,no badge,7,2,no badge
anisarizkiani,anisarizkiani,no badge,1,1,no badge
fauzanalasyari,fauzanalasyari,no badge,1,1,no badge
cawmakan,Mr Hungry and Mrs Always Hungry,no badge,8,2,no badge
astridT,astridT,no badge,4,1,no badge
handi_setiawan,Handi Setiawan,no badge,1,1,no badge
kulinereat.cook,Ivone Christine,no badge,5,1,no badge
christiana_laura,Christiana Laura,no badge,2,1,no badge
innashasna,Innas Hasna,no badge,8,2,no badge
kika_putri_soekarno_saptha,Kika Putri Soekarno,no badge,7,2,no badge
marlina_dwi_heryani,Marlina Dwi Heryani,no badge,3,1,no badge
risaapandi,risaapandi,no badge,6,2,no badge
jessica_victoryana,Jessica Victoryana,no badge,1,1,no badge
fita_paulin,Fita Paulin,no badge,11,3,no badge
ivan_wilson,Ivan Wilson,no badge,11,3,no badge
psnovi,Novi Ps,Alfa 2018,292,12,"Kopi,Bakmi,Pasta,Dessert,"
hexana_onana,Hexana Onana,no badge,1,1,no badge
KEN_,KEN_,no badge,1,1,no badge
limoti25,Nico Sebastian,no badge,1,1,no badge
ching_yen_ho,Ching Yen Ho,no badge,1,1,no badge
petra_gtr,David Petra,no badge,1,1,no badge
yummyculinaryid,Eka Febriyani,Alfa 2019,221,11,"Kopi,Pasta,Dessert,"
fannynnaf,fannynnaf,no badge,3,1,no badge
Yessica,Yessica Angkawijaya,no badge,235,11,"Chinese Food,Bakmi,Pasta,Dessert,"
sandya_anggraswari,Sandya Anggraswari,Alfa 2018,125,10,"Kopi,Pasta,Dessert,"
ganis_saras,Ganis Saras,no badge,4,1,no badge
Ferthysa,Reginna Ferthysa,no badge,2,1,no badge
kudakudakuda,Muhammad Ikhwan,no badge,19,3,no badge
felicia_noviani,Felicia Noviani,no badge,3,1,no badge
widiari,Widi Ari,no badge,3,1,no badge
raditya_adinaka,Raditya Adinaka,no badge,1,1,no badge
bellava,Bella Valentina,no badge,1,1,no badge
eatsss.yummy,Yummy Eats,no badge,322,12,"Steak,Kopi,Bakmi,Pasta,Dessert,"
Betsy,Betsy Sutanto,no badge,6,2,no badge
gita_mariana,gita mariana,no badge,1,1,no badge
nurulkautsaar,Nurul Jannah Al Kautsar Ridwan,no badge,7,2,no badge
angel_christiany,Angelina Christiany,no badge,7,2,no badge
dianatheodora,dianatheodora,no badge,9,2,no badge
microdevil,Aji Achmad Mustofa,no badge,119,9,"Kopi,"
genisopa,genisopa,no badge,1,1,no badge
mita_elysia,Mita Elysia,no badge,3,1,no badge
yjens,Jeane Satyadi,no badge,8,2,no badge
diniaryaa,diniaryaa,no badge,1,1,no badge
raka_pradipta,Raka Pradipta,no badge,106,9,"Pasta,Dessert,"
priskaagnez28,Agnez Silviana,no badge,1,1,no badge
francinealexandra,Francine Alexandra,Alfa 2021,905,17,"Steak,Ramen,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
andri_irawan,@Perutmelars Andri,Alfa 2019,407,13,"Ramen,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Sushi,Dessert,"
waktukumakan,IG: waktukumakan,no badge,13,3,no badge
CoupleFunTripCulinary,Couple Fun Trip & Culinary,Alfa 2020,347,12,"BBQ,Kopi,Bakmi,Sushi,Burger,Dessert,"
dony_jevindo,Dony Jevindo @TheFoodSnap,Alfa 2018,101,8,"Bakmi,"
Nyonyalydia,Lydia Adisuwignjo,Alfa 2019,284,12,"Chinese Food,Kopi,Bakmi,Pasta,Dessert,"
foodtravelid,IG : FOODTRAVELID,no badge,170,11,"Bakmi,Dessert,"
trianalie,Triana,no badge,1,1,no badge
inezia,inezia,no badge,3,1,no badge
IQbaL_08,IQbaL_08,no badge,2,1,no badge
rkamilia,Rahmi Kamilia,no badge,4,1,no badge
along,#alongnyampah,no badge,253,12,"Bakmi,Dessert,"
yummyippie,Laura Fransiska,Alfa 2018,343,13,"Kopi,Bakmi,Pasta,Sushi,Dessert,"
msariella96,msariella96,no badge,2,1,no badge
chiangvero,chiangvero,no badge,14,4,no badge
rie_rie,Rie Rie,no badge,6,2,no badge
kristariavidy,Kristaria Vidyanti,no badge,11,3,no badge
christinelie,Christine Lie #FoodCraverID,Alfa 2017,155,10,"Kopi,Dessert,"
riend,Katherine Adelina,no badge,5,2,no badge
MealManual,Laurent C (@MealManual),no badge,13,4,"Kopi,"
anakicipicip,@anakicipicip,Alfa 2018,111,9,"Dessert,"
sanniera,Sannie Ragistia,no badge,1,1,no badge
nathanael_bramwell,Nathanael Bramwell,no badge,1,1,no badge
revie_rohdian,revie rohdian,no badge,4,1,no badge
dinnymayangsari,dinny mayangsari,Alfa 2018,344,13,"Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,"
kata_mimo,Kata Mimo,no badge,1,1,no badge
stphntiya,stphntiya,no badge,211,11,"Seafood,Bakmi,Pasta,Dessert,"
veni_julianti,Veni Julianti,no badge,12,3,no badge
Makankalap,Makankalap,Alfa 2018,213,11,"Kopi,Bakmi,Dessert,"
suhaeni_suhe,Suhaeni Suhe,no badge,6,2,no badge
PutriDwi,Putri Dwi Juliyanti,no badge,2,1,no badge
nicki_subianto,Super Dad,no badge,4,1,no badge
menik,menik,no badge,1,1,no badge
william.ariowibowo,Hungry Fever,no badge,7,3,no badge
laras_cahyani,Laras Cahyani,no badge,1,1,no badge
roma_juli,Roma Juli,no badge,1,1,no badge
rifani_adella_ferdianursai,Rifani Adella Ferdianursai,no badge,12,3,no badge
Indrykh,Indrykh,no badge,1,1,no badge
beya_egar,Beya Egar,no badge,1,1,no badge
irma_dwi,irma dwi,no badge,1,1,no badge
Detty,Detty,no badge,1,1,no badge
aditia_dwy_anggraeny,Aditia dwy Anggraeny,no badge,1,1,no badge
teni_meranti,Teni Meranti,no badge,1,1,no badge
savira_qorry_aina,Savira Qorry Aina,no badge,1,1,no badge
eka.cacaa,chaca ekaa,no badge,12,3,no badge
Novita,Novita Purnamasari,no badge,298,13,"Steak,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,"
danubratagirls,danubratagirls,no badge,1,1,no badge
meiria_jubilanti,meiria jubilanti,no badge,1,1,no badge
shara_syifaya,Shara Syifaya,no badge,1,1,no badge
bastian_muntu,Bastian Muntu,no badge,1,1,no badge
Yennypurnama,Yennypurnama,no badge,1,1,no badge
shaulaputri,shaulaputri,no badge,1,1,no badge
dwi_mariani,Dwi Mariani,no badge,2,1,no badge
eka_nurraddhi,Eka Nurraddhi,no badge,1,1,no badge
makan_samacici,Makan Samacici,no badge,96,8,"Bakmi,"
muhammad_syaeful_barri,Muhammad Syaeful Barri,no badge,2,1,no badge
felycia_jocelyn,Makan Apapun,no badge,8,2,no badge
stefaniangela95_gmail_com,Stefani Angela,no badge,62,7,no badge
masayu_nur_rosyidah,Masayu Nur Rosyidah,no badge,1,1,no badge
ndyw,Andy WN,no badge,9,2,no badge
ginaginasalsabila,gizka maharani,no badge,2,1,no badge
valentinus_alvin,valentinus alvin,no badge,10,2,no badge
UrsAndNic,UrsAndNic,Alfa 2021,3440,25,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
shintawedanty,Shinta Wedanty,no badge,10,2,no badge
m_awal_f,M. Awal F,no badge,10,2,no badge
rifqi_rahman,Rifqi Rahman,no badge,6,2,no badge
makanbarengbernat,makan bareng bernat,no badge,8,2,no badge
cecilia_octavia,Cecilia Octavia,no badge,51,6,no badge
Demen_Djadjan,Ryan Afri,no badge,12,3,no badge
jenni_pratita,Pengembara Rasa,Alfa 2021,554,14,"Steak,Kopi,Pizza,Pasta,Sushi,Burger,Dessert,"
mutiara_anggraeni,Mutiara Anggraeni,no badge,5,2,no badge
hello911food,hello911food,no badge,88,8,no badge
gina_salsabila_t,G S T,no badge,4,1,no badge
wita_puspitasari,Yoongi 엄마,no badge,2,1,no badge
luki_yunda,Luki Yunda,no badge,5,1,no badge
deka_sanda,Deka Sanda,no badge,2,1,no badge
jsj,JSJ,no badge,1,1,no badge
martines,Martines Martines,no badge,1,1,no badge
keenakan,keenakan,no badge,2,1,no badge
tjhin_allfreed,@jakartafoodvlogger Allfreed,no badge,90,9,"Bakmi,"
septi_safa_dirgahayu,Septi Safa,no badge,1,1,no badge
Almirafh,Almira Fatimah,no badge,162,11,"Pasta,Dessert,"
vico,Vico,no badge,5,2,no badge
kevin_rakasiwi,Kevin Rakasiwi,no badge,1,1,no badge
ashiani_kresa,anikresa,no badge,8,2,no badge
AirinAgustina,Airin Agustina,no badge,6,2,no badge
lathifah_khairunnisa,thifarn,no badge,4,1,no badge
lily_arisandi,Komentator Isenk,Alfa 2021,1138,17,"Steak,Ramen,Chinese Food,Dimsum,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
gilangpebrian,Gilang Pebrian,no badge,59,8,"Kopi,"
annisa_sabran,IG: biteorbye (Nisa & Nadya),Alfa 2020,333,12,"Dimsum,Pizza,Sushi,Burger,Dessert,Bubble Tea,"
Ayuradirdja,Ayuradirdja,no badge,8,2,no badge
ulfa_hadibrata,ulfa hadibrata,no badge,1,1,no badge
ajie_teguh_r,Ajie Teguh R,no badge,2,1,no badge
almaasafitri,Alma Amelia,no badge,6,2,no badge
aesce,aesce,no badge,9,2,no badge
deviana_wang,Deviana,no badge,6,2,no badge
drkuliner,Devi Renat,Alfa 2018,411,13,"Ramen,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
KumKum,Kumala Yang,no badge,15,3,no badge
Makantinggalmakan,@makantinggalmakan,no badge,23,4,no badge
wides,Food Story,no badge,179,10,"Kopi,Dessert,Bubble Tea,"
miss_liyh,miss liyh,no badge,24,4,no badge
stephanus.ste,stephanus,no badge,2,1,no badge
MerryLee,Merry Lee,no badge,150,10,"Bakmi,Pasta,Dessert,"
imawarni,Mawar,no badge,2,1,no badge
anakhedon_,IG : @anakhedon.id (Anak Hedon Indonesia),no badge,10,3,no badge
akbar_bintang,Makan Terus,no badge,42,6,"Kopi,"
beliana_pramesti,Beliana P,no badge,2,1,no badge
rafly_azaria,Rafly Azz,no badge,2,1,no badge
Nesyasrgr,Annesya Siregar,no badge,4,1,no badge
aldo_wihendrika,Aldo Wihendrika,no badge,1,1,no badge
ivonnesurya,Ivonne Surya,no badge,12,3,no badge
daisyjj,deasy foodie,Alfa 2021,450,14,"BBQ,Kopi,Bakmi,Pasta,Sushi,Dessert,Bubble Tea,"
diah_ayu_ismandari,Diah Ayu,no badge,5,1,no badge
andrea_erna,@Itsjusterr,Alfa 2020,645,14,"Kopi,Pasta,Sushi,Dessert,Bubble Tea,"
irenachristie,irena christie,Alfa 2018,380,13,"Ramen,Kopi,Bakmi,Pasta,Sushi,Dessert,Bubble Tea,"
kelana_putri_anggani,Kelana Putri Anggani,no badge,2,1,no badge
adri_hilda,adri hilda,no badge,1,1,no badge
chintia_visca,Chintia Visca,no badge,1,1,no badge
nita_atmodjo,nita atmodjo,no badge,19,4,no badge
nurcahyo_al_hidayah,Nurcahyo Al Hidayah,no badge,2,1,no badge
meyda_dwiantina_soeripto,Meyda Soeripto @meydasoeripto,no badge,150,10,"Pasta,Dessert,"
demymf,Demy Maryesna,no badge,66,7,no badge
SaniSavitri,Sani Savitri,no badge,3,1,no badge
evan_hartanto,Evan Hartanto,no badge,119,9,"Kopi,"
Florentine,Florentine Lin,no badge,139,9,"Kopi,Bakmi,"
lita_dhini,Lita Dhini,no badge,6,1,no badge
wurisundari,Wuri Sundari,no badge,1,1,no badge
jerry_dwilaksono,Jerry Dwilaksono,no badge,3,1,no badge
tamie_maureta,tamie maureta,no badge,3,1,no badge
rosi_roisatunnisa,rosi roisatunnisa,no badge,1,1,no badge
syafira_zulfia,syafira zulfia,no badge,3,1,no badge
asep_dayak,asep dayak,no badge,1,1,no badge
patyani,Patyani Joedawinata,no badge,21,4,no badge
rizal_amran,Rizal Amran,no badge,1,1,no badge
trysuci,Try Suci Rahayu,no badge,3,1,no badge
liza_loveneoliz,Liza Loveneoliz,no badge,1,1,no badge
yvng_sagittario,Yvng Sagittario,no badge,2,1,no badge
afifah_aulia,Afifah Aulia,no badge,19,3,no badge
olivia_pratiwi,Suka Makan,no badge,1,1,no badge
dikeu_fitri_dwiyanti,Dikeu Dwiyanti,no badge,6,1,no badge
saw,Saw Saw,no badge,2,1,no badge
zhaf_zhafarina,zhaf zhafarina,no badge,1,1,no badge
agnes_pratiwi,Maknyez @maknyez,no badge,5,2,no badge
renodaneswara,Renodaneswara @caesarinodswr,Alfa 2021,626,15,"Steak,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
FannieHuang,Fannie Huang||@fannie599,Alfa 2021,1735,19,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
ega_naher,Ega Naher,no badge,2,1,no badge
mang_dudung_arawana,Mang Arawana,no badge,1,1,no badge
Susanny,Margareth Susanny,no badge,1,1,no badge
friskatriana,Friska Triana,no badge,6,2,no badge
HungryCouplee,Hungry Couplee,Alfa 2019,524,14,"Ramen,Chinese Food,Dimsum,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
Kucingkecilgagaldiet,Kucingkecilgagaldiet,no badge,4,1,no badge
nabila_widyawati,Nabila Widyawati,no badge,34,5,"Kopi,"
ardelia_i_gunawan,Ardelia I. Gunawan,no badge,119,10,"Kopi,Dessert,"
liani_luthfia_barlian,Lian,no badge,3,1,no badge
latief_isbai,Latief Isbai,no badge,1,1,no badge
eatimology,EATIMOLOGY Rafika & Alfin,Alfa 2018,776,15,"Steak,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
sarah_maudina,Rara Dine,no badge,3,1,no badge
putri_evy,Putri Evy,no badge,7,2,no badge
auliatiara560,@tiaramakann,no badge,74,7,"Ramen,Bakmi,"
NengHujan,Pecandukuliner | IG: @Pecandukuliner,no badge,2,1,no badge
agniakhairu,Agnia Khairu,no badge,1,1,no badge
feby_prinadewi,Feby Prinadewi,no badge,4,1,no badge
clara_surya,clara Surya,no badge,1,1,no badge
Inaaas13,Inas,no badge,6,2,no badge
foodravel_diary,Foodravel Diary (@foodravel.diary),no badge,20,4,no badge
smleats,Samuel,no badge,4,2,no badge
qorry_ayuni,Qorry Ayuni,no badge,71,8,"Kopi,Dessert,"
Makan_teman,Louisa Susanto || @makan_teman,no badge,27,4,no badge
stella.griensiria,Stella Griensiria,no badge,315,13,"Kopi,Bakmi,Pasta,Dessert,"
peggy_lisdiana,Nicky Niki,no badge,21,4,no badge
levina_pangestu,Levina Pangestu,no badge,1,1,no badge
urukyu,Cindy Y,no badge,92,8,"Kopi,Bakmi,Dessert,Bubble Tea,"
bayu_fauzi,Bayu Fauzi,no badge,2,1,no badge
ferdiana_wibowo,Ferdiana Wibowo,no badge,1,1,no badge
sidarta_buntoro,Sidarta Buntoro,no badge,140,9,"Bakmi,"
varensky_widyatama,Varensky,no badge,11,3,no badge
gita.gilang,Gita Gilang,no badge,6,2,no badge
annisa_nurani,Annisa Nurani,no badge,1,1,no badge
ariefsandria,ariefsandria,no badge,1,1,no badge
risyark,Risya R. K.,no badge,6,2,no badge
karina_oktavia_yudian,Karina Oktavia,no badge,1,1,no badge
satriyakh_biz_gmail_com,Satriya Hoedajanto,no badge,1,1,no badge
mario_sastra,Sastrapova,no badge,10,2,no badge
theresia_andilolo,IG @priscscillaa,Alfa 2017,180,11,"Kopi,Bakmi,Pasta,Bubble Tea,"
putria_widarini,Putria Widarini,no badge,1,1,no badge
afi_nur,afi nur,no badge,1,1,no badge
Yourdeepbae,Ananda Cipta Utami,no badge,4,1,no badge
haniiv,haniiv mulyono,no badge,13,3,no badge
machaline93_gmail_com,machaline93_gmail_com,no badge,1,1,no badge
dewi_ayudiana,Dewi Ayudiana,no badge,9,3,no badge
intan_pariztyan,Intan Pariztyan,no badge,1,1,no badge
Novita,Novita Purnamasari,no badge,299,13,"Steak,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,"
ilhamrizki996_gmail_com,ilhamrizki996_gmail_com,no badge,1,1,no badge
sitish1105,siti aisyah,no badge,1,1,no badge
juniarto_kustari,Juniarto Kustari,no badge,1,1,no badge
anisya_najhar,Anisya Najhar,no badge,1,1,no badge
getta_menara,Getta Menara,no badge,1,1,no badge
fitrii_yulianty,Fitrii Yulianty,no badge,1,1,no badge
kika_lubis,Kika Lubis,Alfa 2018,210,11,"Ramen,Kopi,Pasta,Sushi,Dessert,Bubble Tea,"
reyno14,reyno14,no badge,1,1,no badge
firaelfira47_gmail_com,firaelfira47_gmail_com,no badge,1,1,no badge
bayu_rinaldi_legendariz,Bayu Rinaldi Legendariz,no badge,1,1,no badge
dini_ariestiyan,Dini Ariestiyan,no badge,2,1,no badge
ikhsanmaulana,ikhsanmaulana,no badge,1,1,no badge
sysvani_fadriana,Sysvani Fadriana,no badge,2,1,no badge
tilutamadewi,Luty Hardjakusumah,no badge,5,2,no badge
irfanadhika_salim_sudjatmoko,Irfanadhika Salim Sudjatmoko,no badge,1,1,no badge
widyanti_retno_setyawan,Widyanti Retno Setyawan,no badge,6,2,no badge
alicia_lim_mua,Alicia Lim,no badge,3,1,no badge
nadhira_fasya_ghasani,Nadhira Ghasani,no badge,2,1,no badge
J_madelaine,J_madelaine,no badge,3,1,no badge
yudhi_prayoga,Yudhi Prayoga,no badge,1,1,no badge
lulu,lulu,no badge,1,1,no badge
si_dede,Si Dede,no badge,1,1,no badge
renaldi37,renaldi37,no badge,3,1,no badge
makanmevvah,Makanmevvah,no badge,4,1,no badge
C-3PO,C-3PO,no badge,4,1,no badge
Tino,Tino,no badge,1,1,no badge
enawra5799_gmail_com,Naura Azzahra,no badge,8,2,no badge
amalia21,amalia21,no badge,4,1,no badge
syifa_kinnara,Simin,no badge,1,1,no badge
YonaGandys,Yona dan Mute • @duolemak,Alfa 2017,244,12,"Kopi,Bakmi,Pasta,Dessert,Bubble Tea,"
rickiediecast,Rickie Yahya,no badge,16,3,no badge
sriskad,Riska Dwiputri,no badge,2,1,no badge
clareindelfia,claredelfia,no badge,301,12,"Chinese Food,Kopi,Bakmi,Pasta,Sushi,Burger,Dessert,"
milly_rostika_putri,Milly Putri,no badge,12,3,no badge
makanapabingung_gmail_com,Bingung Makan Apa,no badge,3,1,no badge
thasyalhi12,Thasya Lutfia,no badge,1,1,no badge
Onakazone,Onaka Zone,no badge,150,10,"Bakmi,Dessert,Bubble Tea,"
vinka_anggita,Vinka Anggita,no badge,1,1,no badge
Sauzanz,Sauzan Baraja,no badge,4,2,no badge
sintasandra,Sinta Sandra,no badge,1,1,no badge
foodproject_id,IG = @FOODPROJECT_ID,no badge,157,9,"Pasta,Dessert,"
melissagumantiny,melissa gumantiny,no badge,2,1,no badge
mittamarita,Mitta Marita,no badge,4,1,no badge
Labeautepetite,La Beaute Petite,no badge,27,4,no badge
rudylo,Rudy Lopulisa,no badge,9,2,no badge
jacksenmenardi,Jacksen Menardi,no badge,26,4,"Dessert,"
faniatertiana,Fania Tertiana,no badge,57,6,"Kopi,"
ekiiayu,Eki Ayu || @eatmirer,no badge,87,8,"Kopi,"
ansygramazella,ansy gramazella,no badge,2,1,no badge
ratnaaraf,ratna rafidah,no badge,4,1,no badge
leny_dwi,leny dwi,no badge,2,1,no badge
rika_harwin,Reviewnya Razak & Mom,no badge,3,1,no badge
AsahiAsry,Asahi Asry | @aci.kulineran,no badge,59,7,"Kopi,"
ray_homecooking,Ray HomeCooking,no badge,61,7,no badge
dzuhrisyah_ay,Risyah Acha,Alfa 2021,464,13,"Kopi,Pizza,Burger,Dessert,Bubble Tea,"
riani_rin,Riani Rin,Alfa 2021,563,15,"Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
daisyjj,deasy foodie,Alfa 2021,361,13,"Kopi,Bakmi,Sushi,Dessert,Bubble Tea,"
gabrielapriska,@egabrielapriska,Alfa 2021,544,14,"Steak,Ramen,Chinese Food,Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
lady08561529728_gmail_com,Ruly Wiskul,Alfa 2021,431,13,"Ramen,Kopi,Bakmi,Pasta,Sushi,Dessert,Bubble Tea,"
andri_irawan,@Perutmelars Andri,Alfa 2019,391,13,"Ramen,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Dessert,"
Kenyangbegox,Vionna & Tommy,Alfa 2021,804,15,"Steak,Chinese Food,Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
hansdrata_hinryanto,Hansdrata.H IG : @Hansdrata,Alfa 2021,633,14,"Seafood,Kopi,Bakmi,Pizza,Dessert,Bubble Tea,"
bond_tastebuds,@bondtastebuds,no badge,37,6,no badge
debora_setopo,Debora Setopo,Alfa 2021,858,15,"Steak,Ramen,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
renodaneswara,Renodaneswara @caesarinodswr,Alfa 2021,567,14,"Steak,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
Snowymaple,Ria,no badge,45,6,no badge
inri_cross,inri cross,Alfa 2021,325,12,"Burger,Dessert,Bubble Tea,"
yummines_,Ines Mauliddina,no badge,3,1,no badge
jenni_pratita,Pengembara Rasa,Alfa 2021,549,14,"Steak,Kopi,Pizza,Pasta,Sushi,Burger,Dessert,"
william_wilz,William Wilz,Alfa 2021,1172,17,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
jesseniajauw,Jessenia Jauw,Alfa 2020,291,12,"Chinese Food,Kopi,Bakmi,Dessert,Bubble Tea,"
grasellafelicia,Grasella Felicia,no badge,33,5,no badge
monika_krisanti,thehandsofcuisine,Alfa 2021,694,15,"Steak,Ramen,Chinese Food,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
saepulhdyt,Saepul Hidayat,Alfa 2021,319,13,"Kopi,Bakmi,Pasta,Dessert,Bubble Tea,"
cewekrakus,Levina JV (IG : @levina_eat & @levinajv),Alfa 2021,1165,18,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
donna_trianty,Donna Trianty,no badge,37,6,no badge
indra_mulia,Indra Mulia,Alfa 2021,2350,20,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
yudistira,yudistira ishak abrar,Alfa 2021,2376,23,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
andhika_wijaya,maysfood journal.blogspot.com Maygreen,Alfa 2019,368,13,"Ramen,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
Naomi,Naomi Suryabudhi,Alfa 2021,668,15,"Chinese Food,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
angelyna_hermanto,Angelyna Hermanto,no badge,8,2,no badge
ivan_setiawan,Ivan Setiawan,Alfa 2021,654,14,"Steak,Ramen,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
shanazs,Shanaz Safira,Alfa 2018,391,13,"Kopi,Bakmi,Pasta,Sushi,Burger,Dessert,"
hendry_jonathan,Hendry Jonathan,Alfa 2021,185,11,"Bakmi,Dessert,"
patricia_liswanto,Patsyy,Alfa 2020,435,13,"Chinese Food,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
Elainejosephine,Elaine Josephine @elainejosephine,no badge,117,8,"Kopi,Dessert,"
Dewidewi,Dewi Citra,no badge,5,2,no badge
rchel_tania_gmail_com,Tania Jovani,no badge,7,2,no badge
jessica_sisy,Jessica Sisy,Alfa 2021,781,16,"Steak,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
kobangnyemil,kobangnyemil .,no badge,136,9,"Kopi,Dessert,"
Darsehsri,Darsehsri Handayani,Alfa 2021,2303,22,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
maxie_oliver,Drummer Kuliner,Alfa 2018,267,12,"Kopi,Bakmi,Dessert,"
aileen_natalia_salim,@NonikJajan,Alfa 2021,1838,19,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
PanduTanoyo,Pandu Tanoyo,no badge,21,4,no badge
melody_utomo_putri,Melody Utomo Putri,Alfa 2018,501,14,"Steak,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
chezabelll,Olivia Isabelle,no badge,111,9,"Kopi,"
ravientvina,Vina @Ravient88,no badge,27,4,no badge
celineysphn,Celine Yosephine --- IG : @stupidlyfull,no badge,36,5,no badge
Erosuke,Erosuke @_erosuke,Alfa 2019,354,12,"Ramen,Kopi,Bakmi,Pasta,Dessert,"
Lovin,Lovin,no badge,29,5,no badge
Diaryperutku,Tgh_b ( @diaryperutku ),no badge,55,7,"Kopi,Bakmi,"
putriaugust,Putri Augustin,no badge,2,1,no badge
stelmaris,@stelmaris,Alfa 2020,1463,18,"Steak,Ramen,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
liviacwijaya,liviacwijaya,no badge,507,13,"Steak,Ramen,Chinese Food,Seafood,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
deasy_lim,Deasy Lim,Alfa 2021,1413,19,"Steak,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
desriani_ekaputri,Desriani Ekaputri (@rian_ry),Alfa 2021,792,15,"Steak,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
selli_rosalina,Rosalina Rosalina,no badge,50,7,no badge
yohanesken,Ken @bigtummy_culinary,Alfa 2019,610,14,"Steak,Chinese Food,Seafood,Kopi,Bakmi,Pizza,Dessert,"
YUQ,YUQ,no badge,6,2,no badge
fitrialaela,Fitriah Laela,Alfa 2021,566,13,"Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
aini_andora,Aini Andora,no badge,16,3,no badge
michloveeat,Mich Love Eat,Alfa 2021,1317,18,"Steak,Ramen,Chinese Food,Dimsum,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
liligunawan,Lili Alexandra,Alfa 2018,253,12,"Seafood,Kopi,Bakmi,Pasta,Dessert,"
felita,duocicip,Alfa 2021,650,15,"Ramen,Chinese Food,Dimsum,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
Fransi_96,Fransiscus,Alfa 2021,1229,18,"Steak,Ramen,Chinese Food,Kopi,Bakmi,Burger,Dessert,"
rurimardika,ruri mardika,no badge,4,2,no badge
