SMAN 1 KABARUAN,40101753,Negeri,SMA,Pemerintah Pusat,80/IMB-ST/1993,1993-04-07,0313/O/1993,1993-08-23,Tidak ada,Bank Sulut,Melonguane,SMA NEGERI 1 KABARUAN,0,0,Bersedia Menerima,Sehari penuh (5 h/m),9001,PLN,3500,Telkomsel Flash,DESA RARANGE,1 / 1,II,Rarange,Kec. Kabaruan,Kab. Kepulauan Talaud,Prov. Sulawesi Utara,95872,3.8169000,126.7660000
SMAN 1 MELONGUANE,40101755,Negeri,SMA,Pemerintah Pusat,38 A Tahun 2004,2004-07-29,Nomor 38 A Tahun 2004,2004-07-29,Tidak ada,BNI,-TAHUNA,SMA NEGERI 1 MELOGUANE,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,7000,Tidak Ada,KOMP. PERK. PEMDA,1 / 1,-,Melonguane,Kec. Melonguane,Kab. Kepulauan Talaud,Prov. Sulawesi Utara,95885,4.0086000,126.6807000
SMA NEGERI 1 PULAU MARAMPIT DI DAMPULIS,69953879,Negeri,SMA,Pemerintah Daerah,189 TAHUN 2015,2015-07-10,189 TAHUN 2015,2015-07-10,Tidak ada,SULUT,Manado,SMAN 1 PULAU MARAMPIT,10000,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,3500,Tidak Ada,Desa Dampulis,1 / 1,1,Dampulis,Kec. Nanusa,Kab. Kepulauan Talaud,Prov. Sulawesi Utara,95884,4.7536014,127.1270757
SMA NEGERI 2 LIRUNG,69889078,Negeri,SMA,Pemerintah Daerah,-,1900-01-01,126 TAHUN 2015,2015-05-04,Tidak ada,SULUT,LIRUNG,SMA NEGERI DUA LIRUNG,2000,0,Bersedia Menerima,Sehari penuh (5 h/m),9001,PLN,3500,Lainnya,Bitunuris,0 / 0,-,Bitunuris Selatan,Kec. Salibabu,Kab. Kepulauan Talaud,Prov. Sulawesi Utara,95871,3.8620000,126.6843000
SMAN 1 KAKAS,40100895,Negeri,SMA,Pemerintah Daerah,-,-,-,-,Tidak ada,BNI,MANADO,SMAN 1 KAKAS,16434,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2200,Telkomsel Flash,JL. KAKAS LANGOWAN,0 / 0,JAGA 2,Pahaleten,Kec. Kakas,Kab. Minahasa,Prov. Sulawesi Utara,95682,1.1757000,124.8766000
SMAN 1 LEMBEAN TIMUR,40100869,Negeri,SMA,Pemerintah Pusat,-,2015-12-09,-,2015-12-07,Tidak ada,BANK SULUTGO,TONDANO,SMA N 1 LEMBEAN TIMUR,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,Tidak Ada,JL. SAM RATULANGI,0 / 0,Tulap,Tulap,Kec. Kombi,Kab. Minahasa,Prov. Sulawesi Utara,95684,1.2045710,124.9813250
SMAS KRISTEN LANGOWAN,40100914,Swasta,SMA,Yayasan,-,-,-,-,Tidak ada,BNI,Manado,SMA Kristen Langowan,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2300,Telkomsel Flash,JL. RAYA WOLAANG,0 / 0,Satu,WOLAANG,Kec. Langowan Timur,Kab. Minahasa,Prov. Sulawesi Utara,95694,1.1547000,124.8394000
SMAN 1 PINELENG,40103833,Negeri,SMA,Pemerintah Daerah,169,-,-,-,Tidak ada,BANK SULUTGO,CABANG UNIT TONDANO,SMA NEGERI 1 PINELENG,4800,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,Tidak Ada,"Jln. Walana Desa Pineleng Dua Jaga II Kecamatan Pineleng, Kabupaten Minahasa",0 / 0,2,PINELENG DUA,Kec. Pineleng,Kab. Minahasa,Prov. Sulawesi Utara,95361,1.4115927,124.8207168
SMAS KRISTEN KALI,40103831,Swasta,SMA,Yayasan,-,-,-,-,Tidak ada,BANK SULUTGO,TONDANO,SMA KRISTEN KALI,50000,10000,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,Smartfren,JL. KALI,0 / 0,Jaga III,Kali,Kec. Pineleng,Kab. Minahasa,Prov. Sulawesi Utara,95361,1.3999000,124.8442000
SMAN 1 SONDER,40100867,Negeri,SMA,Pemerintah Daerah,Nomor 186 Tahun 2008,2008-07-08,Nomor 186 Tahun 2008,2008-07-08,Tidak ada,BANK SULUTGO,KAWANGKOAN,SMA NEGERI 1 SONDER,1000,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1298,Tidak Ada,Jl. Kampung Baru,0 / 0,-,Tounelet,Kec. Sonder,Kab. Minahasa,Prov. Sulawesi Utara,95691,1.2600650,124.7814920
SMAS KRISTEN TANAWANGKO,40100902,Swasta,SMA,Yayasan,-,-,-,-,Tidak ada,BPD SULUT,TOMOHON,VENTJE LENGKEY,469,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2200,Tidak Ada,JL. TANAWANGKO TOMOHON,0 / 0,-,Sarani Matani,Kec. Tombariri,Kab. Minahasa,Prov. Sulawesi Utara,95351,1.3942000,124.6821000
SMAN 2 TOMPASO,40100892,Negeri,SMA,Pemerintah Daerah,-,-,-,-,Tidak ada,BNI,BNI KAWANGKOAN,SMA NEGERI 2 TOMPASO,1000,1000,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,3 (Tri),JL. SISWA DESA PINABETENGAN UTARA KEC. TOMPASO BARAT,0 / 0,PINABETENGAN UTARA,Talikuran,Kec. Tompaso,Kab. Minahasa,Prov. Sulawesi Utara,95693,1.1749000,124.7900000
SMAN 1 TONDANO,40100885,Negeri,SMA,Pemerintah Daerah,420/Dikda-01/1239/2017,2017-05-08,420/Dikda-01/1239/2017,2017-05-08,Tidak ada,Bank SULUT GO,Tondano,SMA Negeri 1 Tondano,9995,0,Bersedia Menerima,Sehari penuh (5 h/m),9001,PLN,1750,Lainnya (Serat Optik),JL. GUNUNG AGUNG NO. 315,0 / 0,Lingkungan V,Rinegetan,Kec. Tondano Barat,Kab. Minahasa,Prov. Sulawesi Utara,95617,1.2987000,124.9046000
SMAN 2 TONDANO,40100899,Negeri,SMA,Pemerintah Daerah,0389/0/1990,1990-06-11,-,2014-02-10,Tidak ada,BNI,Mantos Manado,SMAN 2 TONDANO,5899,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2200,3 (Tri),JL.KAMPUS UNIMA,0 / 0,II,Tataaran Patar,Kec. Tondano Selatan,Kab. Minahasa,Prov. Sulawesi Utara,95618,1.2784000,124.8796000
SMA NEGERI 1 AMURANG,40103904,Negeri,SMA,Pemerintah Daerah,185a/116.I/I/85,1985-09-07,800/1118/DPPO-MS/VI-2014,2014-06-11,Tidak ada,BANK SULUTGO,AMURANG,SMA NEGERI 1 AMURANG,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,13000,Telkomsel Flash,"JL. TRANS SULAWESI, KEL. BITUNG, KEC. AMURANG",0 / 0,Bitung,Bitung,Kec. Amurang,Kab. Minahasa Selatan,Prov. Sulawesi Utara,95955,1.1912050,124.5807983
SMA NEGERI 1 AMURANG TIMUR,40102005,Negeri,SMA,Pemerintah Daerah,-,1900-01-01,-,-,Tidak ada,BNI 1946,MANTOS MANADO,SMAN1 AMURANG TIMUR,0,0,Bersedia Menerima,Sehari penuh (5 h/m),9001,PLN,900,XL (GSM),JL. TRANS SULAWESI,0 / 0,Kelurahan Pondang,Pondang,Kec. Amurang Timur,Kab. Minahasa Selatan,Prov. Sulawesi Utara,95954,1.2121000,124.5941000
SMAN 1 MODOINDING,40102007,Negeri,SMA,Pemerintah Daerah,13a / O / 1998,1998-05-20,91 Tahun 2012,2012-05-12,Tidak ada,BRI,MODOINDING,SMA Negeri 1 Modoinding,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,Telkomsel Flash,"JL. DESA PINASUNGKULAN, KEC. MODOINDING",0 / 0,JAGA II,Pinasungkulan,Kec. Modoinding,Kab. Minahasa Selatan,Prov. Sulawesi Utara,95358,.7914000,124.4532000
SMA NEGERI 1 MOTOLING TIMUR,69849599,Negeri,SMA,Pemerintah Daerah,232 TAHUN 2013,2013-07-12,232 TAHUN 2013,2013-07-12,Tidak ada,BANK SULUTGO,CABANG PEMBANTU MOTOLING,SMA NEGERI 1 MOTOLING TIMUR,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,Telkomsel Flash,Jl. DESA TOKIN JAGA 1,0 / 0,Jaga I,Tokin,Kec. Motoling Timur,Kab. Minahasa Selatan,Prov. Sulawesi Utara,95956,1.0780000,124.5206000
SMAS PGRI POIGAR,40101996,Swasta,SMA,Yayasan,14/SK/SMA/YPLP-PGRI/D/VII/1983,1983-07-14,185a/I.16.1/T.85,1983-07-18,Tidak ada,BNI,Amurang,SMA PGRI POIGAR,900,0,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,2200,3 (Tri),JL. TRANS SULAWESI DESA POIGAR KEC. SINONSAYANG,0 / 0,IV,Poigar I,Kec. Sinonsayang,Kab. Minahasa Selatan,Prov. Sulawesi Utara,95959,1.0186000,124.3089000
SMAN 2 TARERAN,40102004,Negeri,SMA,Pemerintah Pusat,0887/0/1986,1986-12-22,0887/0/1986,1986-12-22,Tidak ada,Bank Sulut,Amurang,Katrin Anatje Reppie,24,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,Telkomsel Flash,Jl. Kampis Jaga 3 Wuwuk Kec. Tareran,0 / 0,Jaga 3,Wuwuk,Kec. Tareran,Kab. Minahasa Selatan,Prov. Sulawesi Utara,95353,1.2340000,124.7039000
SMAS KRISTEN A.O. TUMPAAN,40102021,Swasta,SMA,Yayasan,185a/I 167/I-85,1900-01-01,185a/I 167/I-85,-,Tidak ada,BNI,Amurang,SMAS Kristen AO Tumpaan,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,Tidak Ada,JL. DESA TUMPAAN KEC. TUMPAAN,0 / 0,TUMPAAN,TUMPAAN,Kec. Tumpaan,Kab. Minahasa Selatan,Prov. Sulawesi Utara,95353,1.2380000,124.6128000
SMAN 1 RATAHAN,40101997,Negeri,SMA,Pemerintah Daerah,106/S/K/III/65-66,-,-,-,Tidak ada,BANK SULUT,-,SMA NEGERI 1 RATAHAN,5,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN & Diesel,1000,Tidak Ada,JL. WENAS,0 / 0,jln. wenas,TOSURAYA BARAT,Kec. Ratahan,Kab. Minahasa Tenggara,Prov. Sulawesi Utara,95695,1.0539000,124.7965000
SMA Negeri 1 Ratahan Timur,69900621,Negeri,SMA,Pemerintah Daerah,800.24/223/DIKPORA-MT/II-,2015-02-23,6422/258/DIKPORA-MT/II-20,2015-02-23,Tidak ada,BANK SULUTGO,CAB RATAHAN,SMA N I RATAHAN TIMUR BOS WIOI,1000,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,400,Tidak Ada,Wioi Dua,1 / 5,Wioi Kec Ratahan Timur,Wioi Dua,Kec. Ratahan Timur,Kab. Minahasa Tenggara,Prov. Sulawesi Utara,95695,1.0454000,124.8219000
SMAN 1 TOMBATU,40102024,Negeri,SMA,Pemerintah Daerah,0887/0/1986,1986-12-22,0887/0/1986,1986-12-22,Tidak ada,bank sulutgo,CABANG RATAHAN,"SMA NEGERI 1 TOMBATU / HENGKIE F. WORAN,S.Pd",10880,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2200,XL (GSM),Jaga 4,0 / 0,Jaga 4,TOMBATU TIGA TIMUR,Kec. Tombatu,Kab. Minahasa Tenggara,Prov. Sulawesi Utara,95696,1.0388000,124.6896000
SMAN 1 AIRMADIDI,40102408,Negeri,SMA,Pemerintah Pusat,-,-,-,-,Tidak ada,BANK SULUT,AIRMADIDI,SMA NEGERI I AIRMADIDI,12,0,Bersedia Menerima,Sehari penuh (5 h/m),9001,PLN,0,3 (Tri),JL. PROF. ARNOLD MONONUTU,0 / 0,Sarongsong I,Sarongsong Satu,Kec. Airmadidi,Kab. Minahasa Utara,Prov. Sulawesi Utara,95371,1.4308000,124.9782000
SMAN 1 DIMEMBE,40102407,Negeri,SMA,Pemerintah Pusat,-,-,-,-,Tidak ada,BANK BPD SULUT,AIRMADIDI,SMA NEGERI 1 DIMEMBE / SHERLY MARYKE LALOAN,29,0,Bersedia Menerima,Sehari penuh (5 h/m),9001,PLN,3000,Tidak Ada,LAIKIT JAGA 1,0 / 0,Desa Laikit,LAIKIT,Kec. Dimembe,Kab. Minahasa Utara,Prov. Sulawesi Utara,95373,1.4875000,124.9771000
SMA MANADO INDEPENDENT SCHOOL,40102411,Swasta,SPK SMA,Yayasan,1196/116.7/Kep/MN/2001,2001-12-24,2168/D/KEP/KP/2014,2014-11-21,Tidak ada,BNI,Manado Town Square,SMA MIS KOLONGAN,10000,0,Bersedia Menerima,Sehari penuh (5 h/m),9001,PLN & Diesel,10000,Tidak Ada,JL. WALANDA MARAMIS,0 / 0,Kolongan Tetempangan,Kolongan Tetempangan,Kec. Kalawat,Kab. Minahasa Utara,Prov. Sulawesi Utara,95371,1.4630000,124.9291000
SMAS KATOLIK DON BOSCO LEMBEAN,40102418,Swasta,SMA,Yayasan,01 (Satu),1977-10-01,185a/I 16.1/T.85,1985-07-18,Tidak ada,BNI,Manado,SMAS Kat Don Bosco,400,0,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,11000,Tidak Ada,"Jl. Arnold Mononutu, Jaga IV",0 / 0,Jaga IV,Lembean,Kec. Kauditan,Kab. Minahasa Utara,Prov. Sulawesi Utara,95372,1.4034000,125.0056000
SMAS KRISTEN YOBEL KEMA,40102413,Swasta,SMA,Yayasan,-,-,-,-,Tidak ada,BANK SULUT,AIRMADIDI,SMA KRISTEN YOBEL KEMA,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,Tidak Ada,KEMA I,0 / 0,-,Kema Satu,Kec. Kema,Kab. Minahasa Utara,Prov. Sulawesi Utara,95372,1.3689000,125.0739000
SMAS  KATOLIK ST. FRANSISKUS DE SALLES KOKLEH,69822745,Swasta,SMA,Yayasan,-,1900-01-01,-,-,Tidak ada,BANK SULUT,Bitung/unit Likupang,Dicky Andricus Nicolas Assah S.Ag,1000,0,Bersedia Menerima,Sehari penuh (5 h/m),Proses Sertifikasi,PLN,1200,Telkomsel Flash,KOKOLEH SATU,0 / 0,JAGA II,Kokoleh Satu,Kec. Likupang Selatan,Kab. Minahasa Utara,Prov. Sulawesi Utara,95375,1.6233000,125.0311000
SMAS PGRI KOLONGAN,40102410,Swasta,SMA,Yayasan,-,-,-,-,Tidak ada,BANK Sulut,BANK Sulut Airmadidi,Fransisca Xaveriana Paseki,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,3 (Tri),KOLONGAN,0 / 0,Kolongan,KOLONGAN,Kec. Talawaan,Kab. Minahasa Utara,Prov. Sulawesi Utara,95373,1.4563000,125.0278000
SMAN 1 BITUNG,40103090,Negeri,SMA,Pemerintah Daerah,96/SK.III/B/65,1965-07-17,96/SK.III/B.1965,1965-07-17,Tidak ada,BANK SULUT,BITUNG,SMA NEGERI I BITUNG / FONNY TUMUNDO,6600,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN & Diesel,6601,Lainnya,JL. WOLTER MONGINSIDI,2 / 1,-,Girian Weru Satu,Kec. Girian,Kota Bitung,Prov. Sulawesi Utara,95543,1.4383000,125.1247000
SMAS LPM BITUNG,40103647,Swasta,SMA,Yayasan,005/LPM/VI/2006,-,-,-,Tidak ada,Bank SULUT,Bitung,SMA LPM Bitung / Kitwan Midran Waloni,2741,5280,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,Tidak Ada,JL.SILINAUNG,4 / 2,-,MOTTO,Kec. Lembeh Utara,Kota Bitung,Prov. Sulawesi Utara,95559,1.4940317,125.2768583
SMAS ADVENT BITUNG,40103063,Swasta,SMA,Yayasan,209/PEND/NMC/69,-,-,-,Tidak ada,Bank Sulut,Bitung,SMA ADVENT BITUNG,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,Tidak Ada,JL. DEPOT PERTAMINA,1 / 3,-,Bitung Barat Dua,Kec. Maesa,Kota Bitung,Prov. Sulawesi Utara,95511,1.4436000,125.1848000
SMAS MUHAMMADIYAH BITUNG,40103069,Swasta,SMA,Yayasan,185a/ I.16.1/ T 85,1985-07-18,-,-,Tidak ada,Bank Sulut,Cabang Utama Bitung,SMA MUHAMMADIYAH BITUNG,1954,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2200,Tidak Ada,JL. R.E. MARTHADINATA  NO.14,0 / 0,-,Bitung Barat Satu,Kec. Maesa,Kota Bitung,Prov. Sulawesi Utara,95511,1.4484000,125.1841000
SMAN 3 KOTAMOBAGU,40100343,Negeri,SMA,Pemerintah Daerah,711/II.16.3.5/aT-1994,1994-09-28,711/II.16.3.5/aT-1994,1994-09-28,Tidak ada,SULUT,KOTAMOBAGU,SMA NEGERI III KOTAMOBAGU DANA BOS,7486,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,4400,Tidak Ada,JL. A. YANI NO 35 KOTAMOBAGU,12 / 7,-,Kotamobagu,Kec. Kotamobagu Barat,Kota Kotamobagu,Prov. Sulawesi Utara,95711,.7450000,124.3131000
SMAN 1 KOTAMOBAGU,40100348,Negeri,SMA,Pemerintah Daerah,-,-,-,-,Tidak ada,BNI,CABANG KOTAMOBAGU,SMA NEGERI 1 KOTAMOBAGU,629,300,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,29000,Telkomsel Flash,JL. A.R.HAKIM NO 91 KOTAMOBAGU,7 / 2,Togop,Biga,Kec. Kotamobagu Utara,Kota Kotamobagu,Prov. Sulawesi Utara,95711,.7467000,124.3192000
SMAS RAPI MANADO,40102614,Swasta,SMA,Yayasan,1968,2018-02-27,-,2018-02-27,Tidak ada,BNI,Manado,SMA RAPI MANADO,10000,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,5500,Smartfren,JL. LORENG BAILANG,0 / 2,Lingkungan II,Bailang,Kec. Bunaken,Kota Manado,Prov. Sulawesi Utara,95241,1.5327000,124.8516000
SMAS AQUINO,40102591,Swasta,SMA,Yayasan,SK.Menag/Kepala BPN No.11-XI-1991,1901-01-01,185a/I 16.1/ T. 85,1985-07-18,Tidak ada,BANK SULUT,MANADO,SMA KATOLIK  ST. THOMAS AQUINO MANADO,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,3300,Lainnya (Wavelan),JL.SANTU YOSEPH,0 / 2,-,Kleak,Kec. Malalayang,Kota Manado,Prov. Sulawesi Utara,95115,1.4618000,124.8326000
SMAS PGRI 1 MANADO,40102634,Swasta,SMA,Yayasan,185a/I16.1/T 85,1985-07-18,225/I16.1/T 85,1985-12-27,Tidak ada,Bank Sulut,CAPEM BAHU,SMA PGRI 1 MANADO,0,500,Bersedia Menerima,Siang,Belum Bersertifikat,PLN,900,Tidak Ada,JL. Wolter Monginsidi Malalayang Dua Kec.Malalayang Kota Manado,0 / 0,Malalayang Dua,Malalayang Dua,Kec. Malalayang,Kota Manado,Prov. Sulawesi Utara,95000,1.4599000,124.7925000
SMAN 8 MANADO,40102762,Negeri,SMA,Pemerintah Daerah,255/D.01/DIK/DIKMEN/2012,1985-10-01,255/D.01/DIK/DIKMEN/2012,1985-10-01,Tidak ada,BANK SULUT,-,SMA NEGERI VIII MANADO,7484,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,8800,Tidak Ada,JL. BUHA,0 / 0,-,Kairagi Dua,Kec. Mapanget,Kota Manado,Prov. Sulawesi Utara,95254,1.5066000,124.8903000
SMAN 1 MANADO,40102618,Negeri,SMA,Pemerintah Daerah,428/144/50,1901-01-01,361/S.1/B.III,1900-01-01,Tidak ada,BNI 46,Wanea-Manado,SMA Negeri 1 Manado,6115,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,23000,Lainnya (Serat Optik),JL. PRAMUKA NO.102,1 / 1,Lingkungan 1,Sario Kota Baru,Kec. Sario,Kota Manado,Prov. Sulawesi Utara,95114,1.4645000,124.8381000
SMAS KRISTEN IRENE MANADO,40102625,Swasta,SMA,Yayasan,KEP/124b/I 16.7/Ie-95,1995-06-28,KEP/124b/I 16.7/Ie-95,1995-06-28,Tidak ada,SULUTGO,Utama,SMA Kristen Irene Manado,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,6000,Telkomsel Flash,JL. PRAMUKA NO. 90,0 / 0,Sario Kotabaru,SARIO KOTA BARU,Kec. Sario,Kota Manado,Prov. Sulawesi Utara,95114,1.4662000,124.8386000
SMAS AGAPE MANADO,40102628,Swasta,SMA,Yayasan,185a/I 16.1/1985,1985-07-18,185a/I 16.1/1985,1985-07-18,Tidak ada,Bank Sulut,Utama,SMA Kristen Agape Manado,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,Tidak Ada,JL. KELURAHAN ISLAM,0 / 4,-,Singkil Satu,Kec. Singkil,Kota Manado,Prov. Sulawesi Utara,95236,1.5020000,124.8460000
SMAN 6 MANADO,40102747,Negeri,SMA,Pemerintah Daerah,-,-,-,-,Tidak ada,Bank Sulut,Pusat,SMA Negeri VI Manado,1000,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,5500,Telkomsel Flash,JL. SISWA NO 59,1 / 1,Taas,Taas,Kec. Tikala,Kota Manado,Prov. Sulawesi Utara,95126,1.4700000,124.8629000
SMAS KATOLIK ST LAURENTIUS,40102590,Swasta,SMA,Yayasan,-,-,-,-,Tidak ada,Bank Sulutgo,Pembantu Paal Dua,SMA KATOLIK ST LAURENTIUS MANADO,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,3 (Tri),JL. MAESA NO.6,0 / 0,-,Tikala Baru,Kec. Tikala,Kota Manado,Prov. Sulawesi Utara,95128,1.4850000,124.8656000
SMAS PRISMA PIONEER ,40102613,Swasta,SMA,Yayasan,207,2017-05-29,420/DIKNAS-03/1560/2017,2017-06-19,Tidak ada,BANK SULUTGO,CABANG UTAMA,SMA PRISMA PIONEER,14930,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,82000,Lainnya,JL. POMOROUW NO. 113,3 / 0,Tikala Baru,Tikala Baru,Kec. Tikala,Kota Manado,Prov. Sulawesi Utara,95126,1.4749000,124.8554000
SMAS PGRI 3 MANADO,40102624,Swasta,SMA,Yayasan,-,-,-,-,Tidak ada,Sulut,-,Kepala Sekolah,0,0,Bersedia Menerima,Siang,Proses Sertifikasi,PLN,1000,3 (Tri),JL. POGIDON TUMUMPA MANADO,0 / 0,-,Tumumpa Satu,Kec. Tuminting,Kota Manado,Prov. Sulawesi Utara,95235,1.5207000,124.8482000
SMAS BUDI UTOMO MANADO,40102584,Swasta,SMA,Yayasan,-,-,-,-,Tidak ada,SULUT GO,MANADO,SMA BUDI UTOMO,0,0,Bersedia Menerima,Sehari penuh (5 h/m),9001,PLN,1300,Telkomsel Flash,JL. 14 PEBRUARI,0 / 0,-,TELING ATAS,Kec. Wanea,Kota Manado,Prov. Sulawesi Utara,95119,1.4501000,124.8382000
SMAS KRISTEN EBEN HAEZAR,40102595,Swasta,SMA,Yayasan,-,1901-01-01,Perlu Update,1900-01-01,Tidak ada,Bank Sulut,Manado,Apner Raja Muda Matoneng,3200,230,Bersedia Menerima,Sehari penuh (5 h/m),Proses Sertifikasi,PLN & Diesel,400000,Telkom Speedy,JL 14 FEBRUARI,0 / 0,Teling Atas,Teling Atas,Kec. Wanea,Kota Manado,Prov. Sulawesi Utara,95119,1.4711000,124.8475000
SMAS ZAITUN,40102629,Swasta,SMA,Yayasan,175,1982-07-21,225/I16.1/T 85,1985-12-27,Tidak ada,Bank SULUT,Manado,"Non Nortje Tiwa, BA",0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2200,Tidak Ada,JL. BARU RANOTANA WERU,0 / 0,Ranotana Weru,RANOTANA WERU,Kec. Wanea,Kota Manado,Prov. Sulawesi Utara,95116,1.4542000,124.8418000
SMAS KRISTEN EL FATAH,40102610,Swasta,SMA,Yayasan,-,-,225/I.16.1/T/85,1985-12-27,Tidak ada,BNI 46,BNI 46 MANTOS MANADO,SMAS KRISTEN ELFATAH MANADO,1853,500,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN & Diesel,1200,Telkomsel Flash,JL.SAM RATULANGI NO. 41,4 / 5,-,Wenang Selatan,Kec. Wenang,Kota Manado,Prov. Sulawesi Utara,95543,1.4842000,124.8374000
SMAS TRIDHARMA,69769387,Swasta,SMA,Yayasan,20/SK/YBHK-BHK/I/2012,2012-01-20,1245/D.01/DIK/DIKMEN/2013,2013-05-21,Tidak ada,Bank SulutGo,Utama,SMA Tridharma,0,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,16500,3 (Tri),JL. D.I. PANJAITAN NO. 66,0 / 0,Pinaesaan,PINAESAAN,Kec. Wenang,Kota Manado,Prov. Sulawesi Utara,95122,1.5079000,124.8492000
SMAN 1 TOMOHON,40103203,Negeri,SMA,Pemerintah Daerah,848/Dikda/800/IV/2016,1946-09-03,848/Dikda/800/IV/2016,1946-09-03,Tidak ada,BNI,Manado,SMAN 1 Tomohon,14580,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,14300,Tidak Ada,KOTA TOMOHON,0 / 0,-,Walian,Kec. Tomohon Selatan,Kota Tomohon,Prov. Sulawesi Utara,95439,1.3113972,124.8415750
SMAS KRISTEN 2 TOMOHON,40103173,Swasta,SMA,Yayasan,133/K/H.V.12d/5-2003,2003-05-30,64/Skep/2003,2003-12-01,Tidak ada,BANK SULUT,TOMOHON,SMA KRISTEN 2 TOMOHON,8787,0,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,0,Tidak Ada,KOTA TOMOHON,0 / 0,-,Talete Dua,Kec. Tomohon Tengah,Kota Tomohon,Prov. Sulawesi Utara,95441,1.3349209,124.8379314
SMAS PGRI TOMOHON,40103189,Swasta,SMA,Yayasan,-,-,-,-,Tidak ada,BNI,TOMOHON,SMA PGRI TOMOHON,0,0,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,1300,Tidak Ada,KOTA TOMOHON,0 / 0,-,Rurukan,Kec. Tomohon Timur,Kota Tomohon,Prov. Sulawesi Utara,95447,1.3375492,124.8752133
SMAN 30 JAKARTA,20100224,Negeri,SMA,Pemerintah Daerah,No.0166/O/1974,1974-06-06,No.0166/O/1974,1974-06-06,Tidak ada,BANK DKI,MATRAMAN,SMA NEGERI 30 JAKARTA,5868,4200,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,0,Telkom Astinet,JL. JEND. A. YANI,14 / 2,CEMPAKA PUTIH,Cempaka Putih Timur,Kec. Cempaka Putih,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10510,-6.1869000,106.8749000
